Player,PosPLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,FPPG,Predicted_FPPG,Predicted_FPPG_model2,Predicted_GP,Predicted_GP_model2,7_fppg,30_fppg
Jamal Murray,,2024-25,0,1610612743,DEN,28.0,54,54,36.06,8.0,16.81,0.48,2.39,5.94,0.4,3.0,3.44,0.87,0.63,3.19,3.81,6.02,1.43,0.54,2.22,1.93,21.39,41.78,38.62,44.92,39.0,45.0,45.0,47.09
Svi Mykhailiuk,,2024-25,0,1610612762,UTA,27.0,24,12,19.88,3.46,8.62,0.4,2.04,5.96,0.34,0.79,1.0,0.79,0.54,1.92,2.46,1.79,0.62,0.25,1.62,1.29,9.75,16.17,16.72,9.01,26.0,10.0,17.5,14.71
Larry Nance Jr.,,2024-25,0,1610612737,ATL,32.0,24,3,19.29,3.33,6.46,0.52,1.42,3.17,0.45,0.38,0.54,0.69,0.96,3.33,4.29,1.58,0.83,0.54,0.67,1.54,8.46,21.54,19.75,16.45,25.0,-6.0,0.0,17.0
Aaron Nesmith,,2024-25,0,1610612754,IND,25.0,25,17,22.96,3.48,7.04,0.49,1.36,3.56,0.38,1.6,1.76,0.91,0.72,3.04,3.76,1.32,0.56,0.36,0.8,2.52,9.92,19.52,18.03,22.94,26.0,-25.0,28.67,21.75
Georges Niang,,2024-25,0,1610612739,CLE,31.0,51,1,20.65,3.25,6.82,0.48,1.76,4.41,0.4,0.45,0.57,0.79,0.67,3.04,3.71,1.31,0.33,0.14,0.94,2.53,8.73,16.39,15.87,17.18,46.0,55.0,16.0,22.55
Daishen Nix,,2024-25,0,1610612750,MIN,23.0,3,0,4.33,0.0,0.33,0.0,0.0,0.33,0.0,0.33,0.67,0.5,0.0,1.33,1.33,1.0,0.0,0.0,1.33,0.33,0.33,0.33,-0.8,2.58,16.0,18.0,0.0,0.0
Zeke Nnaji,,2024-25,0,1610612743,DEN,24.0,40,3,9.32,1.23,2.28,0.54,0.25,0.8,0.31,0.3,0.52,0.57,0.5,0.98,1.48,0.28,0.32,0.52,0.15,1.08,3.0,8.32,7.79,8.12,22.0,46.0,20.0,21.0
Jaylen Nowell,,2024-25,0,1610612740,NOP,25.0,8,0,21.0,3.25,9.12,0.36,1.0,3.38,0.3,0.88,1.38,0.64,0.75,1.75,2.5,2.25,0.12,0.5,1.0,1.12,8.38,13.75,15.31,9.43,38.0,17.0,0.0,0.0
Jusuf Nurkić,,2024-25,0,1610612756,PHX,30.0,25,23,23.68,2.96,6.52,0.45,0.76,2.36,0.32,1.92,2.76,0.7,1.84,7.32,9.16,1.88,0.92,0.64,2.28,3.12,8.6,22.52,23.14,31.7,27.0,45.0,0.0,0.0
Royce O'Neale,,2024-25,0,1610612756,PHX,31.0,56,18,25.38,3.41,7.89,0.43,2.46,5.89,0.42,0.34,0.46,0.73,0.8,4.05,4.86,2.07,0.96,0.48,0.89,2.05,9.62,23.89,22.33,25.51,41.0,120.0,19.0,25.23
Josh Okogie,,2024-25,0,1610612756,PHX,26.0,25,1,14.04,2.24,4.56,0.49,0.64,1.68,0.38,0.88,1.28,0.69,1.28,1.6,2.88,0.56,0.84,0.4,0.64,1.12,6.0,13.84,13.72,12.46,27.0,37.0,0.0,0.0
Onyeka Okongwu,,2024-25,0,1610612737,ATL,24.0,55,21,26.18,4.98,8.71,0.57,0.45,1.62,0.28,2.04,2.82,0.72,2.87,5.35,8.22,2.22,0.84,0.91,1.09,2.44,12.45,30.84,28.11,27.97,36.0,55.0,37.67,37.17
Isaac Okoro,,2024-25,0,1610612739,CLE,24.0,35,18,19.43,2.0,4.6,0.44,1.06,2.71,0.39,0.6,0.83,0.72,0.8,1.46,2.26,1.46,0.57,0.43,0.37,1.94,5.66,14.31,12.86,21.5,35.0,-6.0,11.75,13.0
Kelly Olynyk,,2024-25,0,1610612761,TOR,33.0,24,2,15.96,2.46,4.92,0.5,0.79,1.79,0.44,1.42,1.79,0.79,1.04,2.67,3.71,2.33,0.67,0.33,1.46,2.46,7.12,17.0,15.64,20.63,32.0,93.0,34.0,25.75
Kelly Oubre Jr.,,2024-25,0,1610612755,PHI,29.0,57,54,35.07,5.81,12.32,0.47,1.19,4.09,0.29,2.28,3.02,0.76,1.63,4.61,6.25,1.75,1.51,0.51,1.35,2.96,15.09,29.96,29.9,25.27,46.0,60.0,31.5,32.75
Chris Paul,,2024-25,0,1610612759,SAS,39.0,60,60,28.7,2.98,7.18,0.42,1.73,4.72,0.37,1.27,1.35,0.94,0.45,3.28,3.73,7.93,1.33,0.2,1.48,1.85,8.97,32.17,26.78,30.02,43.0,42.0,31.67,27.92
Cameron Payne,,2024-25,0,1610612752,NYK,30.0,55,1,14.31,2.49,5.98,0.42,1.31,3.53,0.37,0.75,0.84,0.89,0.2,1.2,1.4,2.69,0.6,0.22,0.62,1.58,7.04,16.07,14.81,15.91,39.0,121.0,18.0,15.64
Gary Payton II,,2024-25,0,1610612744,GSW,32.0,49,10,13.63,2.43,4.31,0.56,0.35,1.35,0.26,0.47,0.67,0.7,0.84,1.98,2.82,1.33,0.69,0.29,0.59,1.65,5.67,14.57,13.63,15.23,39.0,43.0,25.67,18.0
Mason Plumlee,,2024-25,0,1610612756,PHX,35.0,61,18,17.92,1.59,2.7,0.59,0.0,0.05,0.0,1.05,1.61,0.65,1.59,4.69,6.28,1.93,0.44,0.69,0.79,2.18,4.23,17.25,14.03,13.63,42.0,79.0,19.75,17.54
Jordan Poole,,2024-25,0,1610612764,WAS,25.0,51,51,31.25,6.84,16.33,0.42,3.47,9.37,0.37,3.88,4.43,0.88,0.51,2.75,3.25,4.78,1.39,0.47,3.27,3.22,21.04,35.04,34.86,28.98,42.0,53.0,0.0,37.33
Kevin Porter Jr.,,2024-25,0,1610612746,LAC,24.0,45,2,19.64,3.82,9.04,0.42,0.58,2.36,0.24,1.09,1.69,0.64,0.64,2.91,3.56,3.2,0.96,0.24,1.87,1.56,9.31,18.91,20.42,37.81,39.0,48.0,23.25,20.45
Michael Porter Jr.,,2024-25,0,1610612743,DEN,26.0,58,58,33.38,7.02,13.79,0.51,2.6,6.34,0.41,1.88,2.52,0.75,1.86,4.93,6.79,2.17,0.62,0.43,1.34,1.84,18.52,33.38,31.82,28.22,43.0,50.0,27.75,34.33
Bobby Portis,,2024-25,0,1610612749,MIL,30.0,47,7,24.68,5.49,11.85,0.46,1.28,3.51,0.36,1.17,1.43,0.82,1.77,6.38,8.15,2.17,0.66,0.53,1.19,1.85,13.43,28.45,28.23,25.53,42.0,77.0,0.0,39.4
Kristaps Porziņģis,,2024-25,0,1610612738,BOS,29.0,32,32,28.94,6.44,13.59,0.47,2.41,5.97,0.4,3.66,4.5,0.81,1.56,5.22,6.78,1.94,0.84,1.59,1.19,2.84,18.94,37.81,34.69,40.73,26.0,38.0,0.0,0.0
Micah Potter,,2024-25,0,1610612762,UTA,26.0,27,9,17.44,1.44,3.26,0.44,0.96,2.52,0.38,0.41,0.44,0.92,1.15,2.93,4.07,0.81,0.26,0.37,0.7,1.3,4.26,11.63,10.84,9.58,20.0,19.0,21.5,13.62
Dwight Powell,,2024-25,0,1610612742,DAL,33.0,37,1,8.24,0.54,0.76,0.71,0.03,0.03,1.0,0.54,0.84,0.64,0.81,1.22,2.03,0.78,0.32,0.46,0.24,1.19,1.65,7.95,6.5,11.8,32.0,47.0,14.25,13.2
Norman Powell,,2024-25,0,1610612746,LAC,31.0,46,46,33.04,8.26,16.72,0.49,3.28,7.74,0.42,3.98,4.85,0.82,0.37,3.13,3.5,2.2,1.3,0.17,2.02,1.87,23.78,35.76,36.49,24.09,39.0,69.0,8.0,29.33
Taurean Prince,,2024-25,0,1610612749,MIL,30.0,59,52,26.2,2.83,6.24,0.45,1.86,4.12,0.45,0.44,0.53,0.84,0.49,3.25,3.75,2.03,0.83,0.14,1.0,2.08,7.97,18.85,17.86,17.37,30.0,70.0,17.5,19.33
Payton Pritchard,,2024-25,0,1610612738,BOS,27.0,60,0,27.87,4.9,10.38,0.47,3.22,7.73,0.42,0.87,1.03,0.84,1.28,2.43,3.72,3.43,0.85,0.18,0.98,1.55,13.88,29.1,25.21,18.94,48.0,76.0,37.67,34.58
Trevelin Queen,,2024-25,0,1610612753,ORL,28.0,26,2,14.35,1.69,4.77,0.36,0.62,2.5,0.25,0.5,0.58,0.87,0.77,0.85,1.62,1.27,0.96,0.38,0.77,1.38,4.5,11.65,12.65,7.56,30.0,22.0,0.0,6.0
Neemias Queta,,2024-25,0,1610612738,BOS,25.0,47,5,14.15,2.15,3.26,0.66,0.0,0.04,0.0,0.74,1.02,0.73,1.38,2.34,3.72,0.62,0.32,0.64,0.6,1.85,5.04,13.4,13.24,18.78,26.0,37.0,17.0,11.0
Immanuel Quickley,,2024-25,0,1610612761,TOR,25.0,23,23,28.43,5.39,12.83,0.42,2.35,6.26,0.38,3.39,3.96,0.86,0.3,2.91,3.22,5.48,0.48,0.13,1.83,2.04,16.52,29.22,28.59,32.37,20.0,125.0,28.0,29.83
Julius Randle,,2024-25,0,1610612750,MIN,30.0,50,50,32.54,6.58,13.92,0.47,1.46,4.58,0.32,4.2,5.14,0.82,2.14,5.02,7.16,4.44,0.72,0.22,2.86,2.54,18.82,32.66,32.17,40.4,44.0,47.0,36.33,36.33
Austin Reaves,,2024-25,0,1610612747,LAL,26.0,53,53,34.32,6.09,13.64,0.45,2.55,7.04,0.36,4.32,4.98,0.87,0.85,3.4,4.25,5.98,1.13,0.28,2.43,2.0,19.06,36.49,33.42,30.22,42.0,78.0,26.0,39.82
Cam Reddish,,2024-25,0,1610612747,LAL,25.0,31,8,18.06,1.19,2.77,0.43,0.42,1.45,0.29,0.52,0.84,0.62,0.48,1.52,2.0,0.71,1.0,0.32,0.39,1.39,3.32,10.97,10.49,11.41,32.0,47.0,0.0,0.0
Paul Reed,,2024-25,0,1610612765,DET,25.0,36,0,9.36,1.67,3.08,0.54,0.17,0.58,0.29,0.75,0.94,0.79,0.92,1.67,2.58,0.97,0.94,0.53,0.5,1.56,4.25,13.89,11.79,21.87,31.0,-2.0,16.67,12.44
Naz Reid,,2024-25,0,1610612750,MIN,25.0,62,15,27.85,5.5,11.84,0.46,2.29,5.85,0.39,1.58,1.98,0.8,1.16,4.94,6.1,2.16,0.77,0.94,1.31,2.44,14.87,30.56,28.34,28.31,47.0,56.0,31.0,39.64
Nick Richards,,2024-25,0,1610612766,CHA,27.0,21,9,20.95,3.05,5.43,0.56,0.0,0.05,0.0,2.81,4.14,0.68,2.43,5.1,7.52,1.33,0.33,1.24,1.57,2.29,8.9,21.57,21.35,26.03,32.0,-4.0,29.5,23.54
Josh Richardson,,2024-25,0,1610612748,MIA,31.0,8,0,18.62,1.38,4.75,0.29,0.75,2.75,0.27,0.5,0.5,1.0,0.75,0.75,1.5,1.5,1.0,0.12,1.0,2.12,4.0,9.75,11.72,20.31,19.0,52.0,0.0,0.0
Duncan Robinson,,2024-25,0,1610612748,MIA,30.0,57,30,24.49,3.93,9.07,0.43,2.49,6.51,0.38,0.63,0.7,0.9,0.25,2.18,2.42,2.67,0.54,0.09,1.18,1.91,10.98,20.12,19.32,23.78,44.0,68.0,28.0,18.77
Jeremiah Robinson-Earl,,2024-25,0,1610612740,NOP,24.0,48,6,17.31,2.15,4.73,0.45,0.75,2.23,0.34,0.67,0.79,0.84,1.6,2.83,4.44,1.1,0.6,0.15,0.65,1.17,5.71,14.25,13.69,8.3,37.0,44.0,12.33,11.14
Terry Rozier,,2024-25,0,1610612748,MIA,30.0,52,22,27.46,4.33,10.71,0.4,1.5,5.02,0.3,1.62,1.88,0.86,0.71,3.23,3.94,2.83,0.58,0.27,1.33,1.35,11.77,21.27,21.93,38.39,42.0,91.0,14.0,15.3
D'Angelo Russell,,2024-25,0,1610612747,LAL,29.0,29,10,26.31,4.45,10.72,0.42,1.93,5.79,0.33,1.55,1.83,0.85,0.28,2.48,2.76,4.69,0.79,0.14,1.72,1.83,12.38,24.62,24.0,36.58,34.0,61.0,26.0,19.29
Matt Ryan,,2024-25,0,1610612752,NYK,27.0,19,0,3.58,0.53,1.63,0.32,0.32,1.0,0.32,0.11,0.11,1.0,0.0,0.42,0.42,0.16,0.11,0.0,0.16,0.05,1.47,2.05,2.38,7.15,24.0,39.0,0.0,3.5
Domantas Sabonis,,2024-25,0,1610612758,SAC,28.0,56,56,35.25,7.68,12.89,0.6,1.02,2.36,0.43,3.16,4.23,0.75,3.95,10.2,14.14,6.16,0.61,0.39,2.98,3.41,19.54,46.45,42.29,46.46,45.0,67.0,0.0,35.2
Dennis Schröder,,2024-25,0,1610612751,BKN,31.0,23,23,33.57,6.39,14.13,0.45,2.52,6.52,0.39,3.13,3.52,0.89,0.17,2.78,2.96,6.61,1.13,0.17,2.57,2.43,18.43,35.48,34.64,25.08,21.0,18.0,0.0,0.0
Collin Sexton,,2024-25,0,1610612762,UTA,26.0,48,46,28.12,6.42,13.48,0.48,1.85,4.54,0.41,3.5,3.9,0.9,1.02,1.79,2.81,4.06,0.71,0.08,2.46,2.19,18.19,28.19,28.4,30.35,42.0,54.0,25.0,25.0
Landry Shamet,,2024-25,0,1610612752,NYK,27.0,29,0,11.38,1.41,3.0,0.47,0.62,1.79,0.35,0.1,0.24,0.43,0.17,0.62,0.79,0.59,0.41,0.07,0.41,0.72,3.55,6.93,6.98,15.32,24.0,32.0,8.33,9.6
Day'Ron Sharpe,,2024-25,0,1610612751,BKN,23.0,39,1,17.67,3.38,6.41,0.53,0.23,0.92,0.25,1.31,1.69,0.77,3.03,3.46,6.49,1.74,0.82,0.79,1.36,2.49,8.31,22.23,20.76,18.29,26.0,47.0,21.0,29.08
Pascal Siakam,,2024-25,0,1610612754,IND,30.0,60,60,32.93,7.9,15.17,0.52,1.72,4.27,0.4,3.03,4.08,0.74,1.72,5.48,7.2,3.28,0.9,0.47,1.3,2.58,20.55,38.48,36.56,38.6,46.0,81.0,38.33,34.92
Ben Simmons,,2024-25,0,1610612751,BKN,28.0,33,24,25.0,2.82,5.15,0.55,0.0,0.0,0.0,0.55,0.79,0.69,0.91,4.3,5.21,6.94,0.79,0.48,2.67,2.45,6.18,25.27,28.05,29.34,30.0,32.0,12.0,28.83
Anfernee Simons,,2024-25,0,1610612757,POR,25.0,58,58,32.55,6.69,15.72,0.42,3.07,8.26,0.37,2.53,2.81,0.9,0.33,2.43,2.76,4.95,0.84,0.09,2.14,1.72,18.98,31.53,32.28,36.58,41.0,54.0,41.25,36.69
Jericho Sims,,2024-25,0,1610612752,NYK,26.0,39,5,10.82,0.72,1.18,0.61,0.0,0.0,0.0,0.21,0.33,0.62,1.31,2.0,3.31,0.56,0.21,0.26,0.54,1.18,1.64,6.97,6.9,8.09,33.0,44.0,12.5,8.0
Marcus Smart,,2024-25,0,1610612763,MEM,30.0,19,6,21.05,2.79,7.79,0.36,1.53,4.74,0.32,1.58,1.89,0.83,0.74,1.53,2.26,3.74,1.21,0.32,1.84,1.63,8.68,19.84,19.69,28.89,27.0,26.0,19.33,15.0
Jalen Smith,,2024-25,0,1610612741,CHI,24.0,54,1,15.09,3.0,6.31,0.48,1.24,3.52,0.35,1.19,1.43,0.83,1.41,4.13,5.54,0.93,0.28,0.7,0.61,1.52,8.43,19.2,17.58,20.08,41.0,38.0,24.67,20.0
Jaden Springer,,2024-25,0,1610612738,BOS,22.0,26,0,5.42,0.46,1.31,0.35,0.23,0.73,0.32,0.58,0.81,0.71,0.15,0.77,0.92,0.38,0.46,0.04,0.15,0.65,1.73,4.73,4.4,8.27,28.0,34.0,4.67,8.67
Isaiah Stewart,,2024-25,0,1610612765,DET,23.0,56,3,19.82,2.32,4.3,0.54,0.21,0.71,0.3,0.89,1.18,0.76,1.95,3.7,5.64,1.62,0.34,1.36,0.96,2.5,5.75,19.77,17.61,23.7,35.0,44.0,22.33,20.58
Max Strus,,2024-25,0,1610612739,CLE,28.0,32,19,25.03,3.12,7.44,0.42,2.25,5.94,0.38,0.34,0.41,0.85,0.94,3.34,4.28,3.16,0.62,0.31,0.97,2.12,8.84,22.25,18.86,22.9,34.0,-37.0,23.0,24.0
Jalen Suggs,,2024-25,0,1610612753,ORL,23.0,35,35,28.63,5.63,13.74,0.41,2.17,6.91,0.31,2.77,3.14,0.88,0.66,3.37,4.03,3.69,1.46,0.94,2.91,2.8,16.2,30.69,30.88,29.08,35.0,66.0,0.0,0.0
Jae'Sean Tate,,2024-25,0,1610612745,HOU,29.0,41,2,11.54,1.34,3.0,0.45,0.24,0.83,0.29,0.66,1.0,0.66,0.93,1.32,2.24,0.9,0.56,0.07,0.44,1.68,3.59,8.88,8.44,11.43,34.0,60.0,6.5,7.0
Jayson Tatum,,2024-25,0,1610612738,BOS,27.0,58,58,36.47,9.1,20.12,0.45,3.55,10.09,0.35,5.03,6.28,0.8,0.66,8.17,8.83,5.84,1.09,0.53,2.9,2.22,26.79,48.4,48.33,47.36,28.0,56.0,56.0,47.18
Garrett Temple,,2024-25,0,1610612761,TOR,38.0,17,0,3.88,0.18,0.88,0.2,0.06,0.41,0.14,0.24,0.24,1.0,0.12,0.47,0.59,0.65,0.35,0.12,0.24,0.41,0.65,3.47,2.41,7.6,24.0,19.0,0.0,0.0
Daniel Theis,,2024-25,0,1610612740,NOP,32.0,38,9,16.34,1.61,3.39,0.47,0.24,0.97,0.24,0.82,0.97,0.84,1.16,3.16,4.32,1.58,0.47,0.53,0.66,1.84,4.26,14.32,12.64,12.35,35.0,69.0,0.0,0.0
Cam Thomas,,2024-25,0,1610612751,BKN,23.0,21,19,31.48,7.9,17.76,0.44,2.76,7.67,0.36,5.67,6.43,0.88,0.57,2.81,3.38,3.38,0.67,0.05,2.62,1.81,24.24,32.05,35.34,32.46,27.0,39.0,23.5,23.5
Klay Thompson,,2024-25,0,1610612742,DAL,35.0,54,54,27.24,4.96,11.93,0.42,3.09,7.7,0.4,0.81,0.93,0.88,0.67,2.81,3.48,1.98,0.8,0.46,1.35,1.28,13.83,24.59,23.99,30.09,40.0,64.0,26.25,28.33
Tristan Thompson,,2024-25,0,1610612739,CLE,33.0,32,0,7.31,0.69,1.56,0.44,0.0,0.09,0.0,0.16,0.69,0.23,0.66,2.16,2.81,0.66,0.03,0.25,0.34,0.84,1.53,5.38,4.95,9.11,30.0,20.0,4.0,4.43
JT Thor,,2024-25,0,1610612739,CLE,22.0,9,0,4.78,1.0,1.67,0.6,0.33,0.67,0.5,0.78,0.89,0.88,0.33,0.33,0.67,0.11,0.22,0.33,0.67,0.67,3.11,5.44,6.24,9.33,25.0,-21.0,0.0,0.0
Obi Toppin,,2024-25,0,1610612754,IND,27.0,57,0,19.16,3.91,7.28,0.54,1.23,3.54,0.35,1.12,1.4,0.8,0.7,3.35,4.05,1.54,0.63,0.33,0.82,1.4,10.18,21.02,20.55,21.64,45.0,86.0,14.0,19.58
Karl-Anthony Towns,,2024-25,0,1610612752,NYK,29.0,54,54,35.07,8.85,16.7,0.53,2.04,4.8,0.42,4.72,5.65,0.84,3.07,10.31,13.39,3.15,0.98,0.76,2.56,3.5,24.46,48.11,46.51,37.25,43.0,52.0,27.5,45.56
Gary Trent Jr.,,2024-25,0,1610612749,MIL,26.0,55,7,25.07,3.75,8.45,0.44,2.27,5.44,0.42,0.84,1.0,0.84,0.27,2.13,2.4,1.16,0.98,0.05,0.65,1.82,10.6,19.31,18.82,23.36,33.0,56.0,31.33,25.17
Myles Turner,,2024-25,0,1610612754,IND,28.0,53,53,30.79,5.47,11.53,0.48,2.25,5.51,0.41,2.34,3.06,0.76,1.17,5.3,6.47,1.62,0.85,1.87,1.81,2.72,15.53,33.43,32.03,37.12,42.0,58.0,38.67,34.11
Jonas Valančiūnas,,2024-25,0,1610612764,WAS,32.0,49,12,20.04,4.71,8.61,0.55,0.14,0.55,0.26,1.94,2.16,0.9,2.45,5.8,8.24,2.2,0.45,0.57,1.8,1.98,11.51,25.39,25.31,33.65,43.0,72.0,0.0,0.0
Fred VanVleet,,2024-25,0,1610612745,HOU,31.0,46,46,35.46,4.96,12.93,0.38,2.63,7.74,0.34,1.83,2.22,0.82,0.65,3.26,3.91,5.78,1.63,0.43,1.54,2.41,14.37,34.24,32.67,43.2,35.0,66.0,23.0,23.0
Jarred Vanderbilt,,2024-25,0,1610612747,LAL,25.0,16,0,15.75,1.62,3.25,0.5,0.44,1.25,0.35,0.56,1.12,0.5,1.88,3.56,5.44,1.12,0.94,0.31,0.62,1.75,4.25,15.56,12.82,17.64,19.0,31.0,21.0,14.75
Devin Vassell,,2024-25,0,1610612759,SAS,24.0,45,34,30.38,6.07,13.89,0.44,2.22,6.38,0.35,1.51,1.96,0.77,0.58,3.11,3.69,2.87,1.22,0.49,1.42,1.53,15.87,29.31,29.7,35.52,35.0,63.0,54.33,30.46
Gabe Vincent,,2024-25,0,1610612747,LAL,28.0,52,8,20.63,2.08,5.46,0.38,1.23,3.87,0.32,0.17,0.27,0.64,0.25,0.98,1.23,1.46,0.77,0.23,0.58,2.02,5.56,12.38,13.19,7.44,40.0,41.0,17.25,16.17
Nikola Vučević,,2024-25,0,1610612741,CHI,34.0,56,56,32.12,7.8,14.64,0.53,1.77,4.57,0.39,1.75,2.14,0.82,2.34,7.93,10.27,3.39,0.88,0.66,1.71,2.41,19.12,41.23,37.73,43.61,46.0,82.0,0.0,0.0
Dean Wade,,2024-25,0,1610612739,CLE,28.0,41,26,22.2,2.0,4.93,0.41,1.39,4.05,0.34,0.32,0.61,0.52,1.02,3.88,4.9,1.49,0.78,0.41,0.39,1.93,5.71,17.76,17.47,17.11,35.0,35.0,7.75,8.86
Franz Wagner,,2024-25,0,1610612753,ORL,23.0,43,43,33.44,9.21,19.65,0.47,1.88,6.09,0.31,4.72,5.53,0.85,0.98,4.58,5.56,4.67,1.35,0.42,2.3,2.58,25.02,42.23,42.76,38.47,34.0,5.0,34.67,39.08
Moritz Wagner,,2024-25,0,1610612753,ORL,27.0,30,1,18.8,4.67,8.3,0.56,0.9,2.5,0.36,2.63,3.67,0.72,1.33,3.6,4.93,1.4,0.8,0.4,1.63,1.83,12.87,23.03,22.28,17.98,33.0,56.0,0.0,0.0
P.J. Washington,,2024-25,0,1610612742,DAL,26.0,47,46,32.21,5.02,11.62,0.43,1.57,4.21,0.37,2.36,3.19,0.74,1.57,6.51,8.09,2.34,1.17,1.06,1.87,2.43,13.98,31.11,31.21,30.14,35.0,84.0,2.0,24.8
Lindy Waters III,,2024-25,0,1610612744,GSW,27.0,38,9,17.24,2.0,5.39,0.37,1.29,3.89,0.33,0.21,0.29,0.73,0.42,2.11,2.53,1.11,0.58,0.26,0.45,1.45,5.5,12.53,11.78,6.1,35.0,38.0,3.67,3.17
Trendon Watford,,2024-25,0,1610612751,BKN,24.0,25,0,18.12,3.32,7.28,0.46,0.56,1.84,0.3,2.0,2.52,0.79,0.72,2.68,3.4,2.08,0.68,0.24,1.64,2.28,9.2,16.56,16.92,12.4,22.0,33.0,25.5,21.4
Russell Westbrook,,2024-25,0,1610612743,DEN,36.0,54,28,27.46,4.8,10.39,0.46,1.17,3.59,0.32,1.93,3.04,0.63,1.37,3.59,4.96,6.17,1.41,0.48,3.07,2.52,12.69,30.65,29.44,29.76,44.0,73.0,29.5,21.71
Coby White,,2024-25,0,1610612741,CHI,25.0,55,54,32.82,6.24,14.51,0.43,2.98,8.2,0.36,2.96,3.29,0.9,0.33,3.05,3.38,4.58,1.02,0.22,2.35,2.15,18.42,31.84,30.7,33.47,41.0,44.0,44.0,33.17
Derrick White,,2024-25,0,1610612738,BOS,30.0,58,58,33.72,5.55,12.43,0.45,3.47,8.84,0.39,1.74,2.07,0.84,0.9,3.4,4.29,4.26,0.91,1.03,1.6,1.84,16.31,35.52,30.88,37.85,42.0,59.0,49.33,40.08
Aaron Wiggins,,2024-25,0,1610612760,OKC,26.0,61,19,22.36,4.46,8.93,0.5,1.67,4.21,0.4,0.82,0.98,0.83,1.13,2.66,3.79,1.62,0.77,0.26,0.89,1.34,11.41,22.3,21.11,14.1,47.0,63.0,25.25,31.0
Andrew Wiggins,,2024-25,0,1610612744,GSW,30.0,43,43,30.14,6.07,13.67,0.44,2.19,5.77,0.38,3.23,4.16,0.78,1.53,3.05,4.58,2.37,0.93,0.77,1.3,1.63,17.56,30.79,27.81,22.59,41.0,60.0,0.0,29.67
Grant Williams,,2024-25,0,1610612766,CHA,26.0,16,7,29.94,3.38,7.69,0.44,1.69,4.62,0.36,1.94,2.31,0.84,1.12,4.0,5.12,2.31,1.12,0.81,1.75,2.88,10.38,24.75,23.78,20.23,20.0,113.0,0.0,0.0
Kenrich Williams,,2024-25,0,1610612760,OKC,30.0,49,1,14.47,2.24,4.53,0.5,0.9,2.31,0.39,0.33,0.37,0.89,0.96,2.35,3.31,1.22,0.61,0.12,0.57,1.47,5.71,14.08,12.96,14.74,39.0,58.0,9.75,13.38
Patrick Williams,,2024-25,0,1610612741,CHI,23.0,45,35,26.2,3.22,8.6,0.38,1.58,4.49,0.35,1.11,1.44,0.77,0.76,3.27,4.02,2.04,0.76,0.6,1.33,1.31,9.13,19.09,19.14,21.6,35.0,56.0,0.0,12.2
Ziaire Williams,,2024-25,0,1610612751,BKN,23.0,47,30,23.91,3.26,8.13,0.4,1.43,4.38,0.32,1.74,2.13,0.82,1.09,3.7,4.79,1.4,1.0,0.38,1.02,2.45,9.68,20.19,20.32,15.72,31.0,51.0,12.33,20.33
Zion Williamson,,2024-25,0,1610612740,NOP,24.0,24,24,28.25,9.83,17.17,0.57,0.12,0.54,0.23,5.04,7.96,0.63,2.67,4.62,7.29,5.21,1.29,0.92,2.88,2.71,24.83,45.33,46.71,40.34,23.0,74.0,65.0,50.4
James Wiseman,,2024-25,0,1610612754,IND,23.0,1,0,5.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.46,16.41,12.0,-15.0,0.0,0.0
Delon Wright,,2024-25,0,1610612749,MIL,32.0,26,2,15.58,0.85,3.15,0.27,0.46,1.88,0.24,0.35,0.62,0.56,0.58,1.19,1.77,1.85,0.88,0.35,0.54,0.65,2.5,10.54,10.33,15.73,28.0,75.0,0.0,5.0
Trae Young,,2024-25,0,1610612737,ATL,26.0,58,58,36.24,7.29,18.1,0.4,2.83,8.62,0.33,6.22,7.21,0.86,0.45,2.62,3.07,11.52,1.17,0.19,4.81,2.03,23.64,43.9,44.38,47.88,39.0,49.0,41.33,41.92
Ivica Zubac,,2024-25,0,1610612746,LAC,27.0,59,59,32.2,6.97,11.19,0.62,0.0,0.0,0.0,1.83,2.85,0.64,3.75,8.76,12.51,2.49,0.8,1.17,1.68,2.12,15.76,39.49,37.89,27.11,44.0,31.0,47.5,43.46
Vlatko Čančar,,2024-25,0,1610612743,DEN,27.0,4,0,8.5,1.0,1.75,0.57,0.25,0.5,0.5,0.0,0.0,0.0,0.75,1.25,2.0,0.0,0.0,0.25,0.5,1.0,2.25,4.75,4.98,8.4,11.0,16.0,0.0,0.0
Dario Šarić,,2024-25,0,1610612743,DEN,30.0,15,4,13.53,1.27,3.73,0.34,0.47,1.73,0.27,0.47,0.67,0.7,0.93,2.33,3.27,1.47,0.47,0.07,0.93,1.2,3.47,9.0,10.24,19.29,22.0,-15.0,0.0,0.0
