Player_Name,PosPLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
Jordan Miller,,2024-25,00,1610612746,LAC,25.0,34,0,12.088235294117647,1.6764705882352942,3.8529411764705883,0.435,0.23529411764705882,1.088235294117647,0.216,0.7647058823529411,0.9705882352941176,0.788,0.6764705882352942,1.0294117647058822,1.7058823529411764,1.0,0.5,0.14705882352941177,0.7058823529411765,0.7352941176470589,4.352941176470588
Leonard Miller,,2024-25,00,1610612750,MIN,21.0,10,0,2.7,0.5,1.4,0.357,0.0,0.5,0.0,0.8,0.8,1.0,0.3,0.8,1.1,0.0,0.2,0.1,0.2,0.2,1.8
Patty Mills,,2024-25,00,1610612762,UTA,36.0,17,0,15.294117647058824,1.5294117647058822,4.470588235294118,0.342,1.0,3.3529411764705883,0.298,0.29411764705882354,0.29411764705882354,1.0,0.17647058823529413,1.0588235294117647,1.2352941176470589,1.2352941176470589,0.7058823529411765,0.17647058823529413,0.9411764705882353,0.7058823529411765,4.352941176470588
Shake Milton,,2024-25,00,1610612751,BKN,28.0,27,1,18.22222222222222,2.7037037037037037,5.814814814814815,0.465,1.037037037037037,2.6666666666666665,0.389,0.9259259259259259,1.2222222222222223,0.758,0.5925925925925926,1.2962962962962963,1.8888888888888888,2.3703703703703702,0.5555555555555556,0.037037037037037035,0.7407407407407407,1.5925925925925926,7.37037037037037
Justin Minaya,,2024-25,00,1610612757,POR,25.0,9,0,2.4444444444444446,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0
Riley Minix,,2024-25,00,1610612759,SAS,24.0,1,0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Minott,,2024-25,00,1610612750,MIN,22.0,39,0,6.3076923076923075,0.8974358974358975,2.0,0.449,0.23076923076923078,0.8974358974358975,0.257,0.28205128205128205,0.3333333333333333,0.846,0.2564102564102564,0.8205128205128205,1.0769230769230769,0.38461538461538464,0.358974358974359,0.3076923076923077,0.2564102564102564,0.7435897435897436,2.3076923076923075
Yves Missi,,2024-25,00,1610612740,NOP,20.0,65,59,26.876923076923077,3.6153846153846154,6.661538461538462,0.543,0.0,0.015384615384615385,0.0,1.6615384615384616,2.646153846153846,0.628,3.476923076923077,4.538461538461538,8.015384615384615,1.2923076923076924,0.5384615384615384,1.3846153846153846,1.1538461538461537,2.0153846153846153,8.892307692307693
Ajay Mitchell,,2024-25,00,1610612760,OKC,22.0,34,1,16.5,2.4705882352941178,4.882352941176471,0.506,0.6470588235294118,1.5,0.431,0.8235294117647058,0.9705882352941176,0.848,0.5,1.4705882352941178,1.9705882352941178,1.6764705882352942,0.7058823529411765,0.08823529411764706,0.8235294117647058,1.7352941176470589,6.411764705882353
Davion Mitchell,,2024-25,00,1610612761,TOR,26.0,44,22,24.545454545454547,2.409090909090909,5.545454545454546,0.434,0.9545454545454546,2.659090909090909,0.359,0.5681818181818182,0.8409090909090909,0.676,0.36363636363636365,1.5681818181818181,1.9318181818181819,4.613636363636363,0.7045454545454546,0.18181818181818182,1.7727272727272727,2.6363636363636362,6.340909090909091
