Player,TEAM_ABBREVIATION,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,GP,FPPG
Garrison Mathews,TOT,11.799999999999999,1.3666666666666665,3.6333333333333333,1.1666666666666667,3.1666666666666665,0.8666666666666667,0.9666666666666667,0.16666666666666666,1.1333333333333335,1.3333333333333333,0.43333333333333335,0.3333333333333333,0.10000000000000002,0.3,4.8,108,8.299999999999999
Gary Harris,ORL,24.7,2.9,6.4,2.0,4.5,0.6,0.6,0.4,1.6,2.0,1.2,0.9,0.3,0.6,8.3,48,17.7
Gary Payton II,TOT,16.566666666666666,1.9666666666666668,3.266666666666667,0.6,1.2,0.3,0.3333333333333333,1.2666666666666666,2.0666666666666664,3.3333333333333335,1.3333333333333333,1.0,0.3,0.7000000000000001,4.8,44,15.833333333333332
Gary Trent Jr.,TOR,32.1,6.1,14.2,2.5,6.8,2.6,3.1,0.5,2.2,2.6,1.6,1.6,0.2,0.8,17.4,66,28.8
George Hill,TOT,17.433333333333334,1.7,3.5,0.7999999999999999,2.033333333333333,0.8666666666666667,1.0999999999999999,0.3,1.5,1.7666666666666666,2.2666666666666666,0.5666666666666667,0.16666666666666666,0.7000000000000001,5.066666666666666,92,13.366666666666665
Georges Niang,PHI,19.4,2.8,6.4,2.0,4.9,0.5,0.6,0.2,2.1,2.4,1.0,0.4,0.2,0.7,8.2,78,14.7
Giannis Antetokounmpo,MIL,32.1,11.2,20.3,0.7,2.7,7.9,12.3,2.2,9.6,11.8,5.7,0.8,0.8,3.9,31.1,63,51.3
Goga Bitadze,TOT,12.200000000000001,1.8666666666666665,3.3666666666666667,0.16666666666666666,0.6999999999999998,0.6,1.1,1.6333333333333335,2.066666666666667,3.6999999999999997,1.0333333333333334,0.4000000000000001,0.7000000000000001,0.6,4.5,76,13.5
Goran Dragi?,TOT,14.1,2.3000000000000003,5.6000000000000005,0.9333333333333332,2.466666666666667,0.5333333333333333,0.7333333333333334,0.3333333333333333,1.1666666666666667,1.5,2.3333333333333335,0.2333333333333333,0.06666666666666667,1.0666666666666667,6.1000000000000005,116,11.066666666666666
Gordon Hayward,CHO,31.5,5.5,11.6,1.0,3.2,2.6,3.2,0.7,3.6,4.3,4.1,0.8,0.2,2.0,14.7,50,27.0
Gorgui Dieng,SAS,11.5,1.5,3.8,0.7,2.4,0.3,0.4,0.9,2.6,3.5,1.7,0.1,0.5,1.0,3.9,31,11.000000000000002
Grant Williams,BOS,25.9,2.7,6.0,1.5,3.7,1.2,1.5,1.1,3.5,4.6,1.7,0.5,0.4,1.0,8.1,79,18.299999999999997
Grayson Allen,MIL,27.4,3.4,7.7,2.0,5.1,1.6,1.8,0.8,2.4,3.3,2.3,0.9,0.2,1.0,10.4,72,21.6
Greg Brown III,POR,5.8,0.7,1.8,0.1,0.4,0.3,0.8,0.1,1.1,1.2,0.2,0.3,0.3,0.4,1.8,16,4.199999999999999
Hamidou Diallo,DET,17.8,3.8,6.7,0.1,0.4,1.6,2.6,1.0,2.4,3.5,1.0,0.9,0.3,1.3,9.3,56,17.0
Harrison Barnes,SAC,32.5,4.6,9.6,1.6,4.3,4.3,5.0,1.1,3.4,4.5,1.6,0.7,0.1,1.0,15.0,82,24.4
Haywood Highsmith,MIA,17.9,1.7,4.0,0.7,2.0,0.2,0.5,1.1,2.4,3.5,0.8,0.7,0.3,0.8,4.4,54,11.700000000000001
Herbert Jones,NOP,29.6,3.6,7.6,0.8,2.5,1.9,2.4,1.5,2.6,4.1,2.5,1.6,0.6,1.3,9.8,66,25.0
Immanuel Quickley,NYK,28.9,5.2,11.6,2.1,5.6,2.5,3.1,0.7,3.4,4.2,3.4,1.0,0.2,1.2,14.9,81,28.6
Isaac Okoro,CLE,21.7,2.3,4.7,0.8,2.3,1.0,1.4,0.7,1.8,2.5,1.1,0.7,0.4,0.6,6.4,76,14.600000000000001
Isaiah Hartenstein,NYK,19.8,2.1,4.0,0.1,0.5,0.6,0.9,2.5,4.0,6.5,1.2,0.6,0.8,0.8,5.0,82,17.9
Isaiah Jackson,IND,16.5,2.8,5.0,0.0,0.2,1.5,2.3,1.8,2.7,4.5,0.8,0.5,1.5,0.8,7.2,63,19.5
Isaiah Joe,OKC,19.1,3.1,7.0,2.2,5.4,1.1,1.4,0.4,2.0,2.4,1.2,0.7,0.1,0.5,9.5,73,17.6
Isaiah Livers,DET,23.1,2.3,5.5,1.4,3.9,0.6,0.8,0.5,2.2,2.8,0.8,0.5,0.5,0.6,6.7,52,14.2
Isaiah Mobley,CLE,6.5,0.9,2.2,0.2,0.6,0.3,0.3,0.3,1.2,1.5,0.2,0.3,0.2,0.1,2.4,13,5.899999999999999
Isaiah Roby,SAS,11.3,1.6,3.7,0.4,1.4,0.5,1.0,0.5,2.0,2.5,0.9,0.4,0.2,0.7,4.1,42,8.8
Isaiah Stewart,DET,28.3,3.9,8.8,1.3,4.1,2.2,3.0,2.3,5.8,8.1,1.4,0.4,0.7,1.4,11.3,50,23.299999999999997
Isaiah Todd,WAS,10.2,0.5,3.2,0.2,1.7,0.3,0.3,0.3,1.7,2.0,0.7,0.2,0.0,0.3,1.5,6,3.1
Ish Smith,DEN,9.3,1.2,3.0,0.0,0.3,0.0,0.1,0.1,1.1,1.3,2.3,0.2,0.2,1.0,2.5,43,7.299999999999999
Ish Wainright,PHO,15.3,1.4,3.8,1.0,2.9,0.4,0.5,0.8,1.6,2.3,0.9,0.6,0.4,0.4,4.2,60,11.4
Ivica Zubac,LAC,28.6,4.3,6.8,0.0,0.0,2.2,3.1,3.1,6.8,9.9,1.0,0.4,1.3,1.5,10.8,76,27.400000000000002
JD Davison,BOS,5.5,0.7,1.6,0.2,0.6,0.1,0.2,0.2,0.6,0.8,0.9,0.2,0.2,0.3,1.6,12,5.1
JT Thor,CHO,14.0,1.4,3.4,0.6,1.8,0.5,0.7,0.5,1.7,2.2,0.5,0.3,0.3,0.6,3.8,69,8.0
Ja Morant,MEM,31.9,9.3,19.9,1.5,4.9,6.1,8.1,1.0,4.9,5.9,8.1,1.1,0.3,3.4,26.2,61,45.3
JaMychal Green,GSW,14.0,2.4,4.4,0.7,1.9,0.9,1.2,1.3,2.3,3.6,0.9,0.4,0.4,0.9,6.4,57,14.0
JaVale McGee,DAL,8.5,1.9,3.0,0.0,0.1,0.6,1.0,0.7,1.8,2.5,0.3,0.1,0.6,0.9,4.4,42,8.9
Jabari Smith Jr.,HOU,31.0,4.6,11.3,1.5,4.9,2.1,2.6,1.5,5.7,7.2,1.3,0.5,0.9,1.3,12.8,79,24.5
Jabari Walker,POR,11.1,1.5,3.5,0.3,1.0,0.6,0.8,0.9,1.5,2.3,0.6,0.2,0.2,0.5,3.9,56,7.6
Jack White,DEN,3.9,0.5,1.1,0.2,0.5,0.1,0.2,0.4,0.6,1.0,0.2,0.2,0.1,0.1,1.2,17,3.5999999999999996
Jacob Gilyard,MEM,41.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,4.0,7.0,3.0,0.0,2.0,3.0,1,29.0
Jaden Hardy,DAL,14.8,3.0,6.9,1.3,3.3,1.4,1.6,0.2,1.6,1.9,1.4,0.4,0.1,1.0,8.8,48,13.700000000000001
Jaden Ivey,DET,31.1,5.5,13.3,1.6,4.7,3.6,4.8,1.0,2.9,3.9,5.2,0.8,0.2,3.2,16.3,74,26.300000000000004
Jaden McDaniels,MIN,30.6,4.7,9.1,1.4,3.4,1.3,1.8,1.2,2.7,3.9,1.9,0.9,1.0,1.4,12.1,79,25.799999999999997
Jaden Springer,PHI,5.6,1.1,2.2,0.1,0.3,0.4,0.5,0.4,0.5,0.9,0.5,0.4,0.2,0.2,2.6,16,6.5
Jae Crowder,MIL,18.9,2.5,5.2,1.3,3.1,0.6,0.7,0.9,2.9,3.8,1.5,0.7,0.3,0.4,6.9,18,17.9
Jae'Sean Tate,HOU,21.8,3.5,7.4,0.4,1.5,1.6,2.2,1.3,2.5,3.8,2.7,0.7,0.2,1.5,9.1,31,18.299999999999997
Jake LaRavia,MEM,11.8,1.1,2.7,0.7,2.0,0.2,0.3,0.5,1.3,1.8,0.6,0.3,0.1,0.5,3.0,35,6.7
Jakob Poeltl,TOT,26.599999999999998,5.466666666666666,8.6,0.0,0.0,1.6666666666666667,2.7999999999999994,3.266666666666667,5.8,9.066666666666666,2.6666666666666665,0.9666666666666667,1.2,1.6333333333333335,12.566666666666668,144,33.56666666666667
Jalen Brunson,NYK,35.0,8.6,17.6,2.0,4.7,4.8,5.8,0.6,3.0,3.5,6.2,0.9,0.2,2.1,24.0,68,40.7
Jalen Duren,DET,24.9,3.9,5.9,0.0,0.0,1.4,2.3,3.4,5.5,8.9,1.1,0.7,0.9,1.4,9.1,67,24.800000000000004
Jalen Green,HOU,34.2,7.4,17.9,2.5,7.3,4.8,6.1,0.6,3.2,3.7,3.7,0.8,0.2,2.6,22.1,76,30.100000000000005
Jalen Johnson,ATL,14.9,2.3,4.6,0.4,1.5,0.7,1.1,0.7,3.3,4.0,1.2,0.5,0.5,0.6,5.6,70,14.8
Jalen McDaniels,TOT,22.7,3.3000000000000003,7.2,0.9,2.6,1.4333333333333333,1.6666666666666667,0.8000000000000002,3.3000000000000003,4.1000000000000005,1.4666666666666668,0.9666666666666667,0.3666666666666667,1.0333333333333332,8.9,160,19.26666666666667
Jalen Smith,IND,18.8,3.6,7.5,0.8,2.8,1.5,2.0,1.9,3.9,5.8,1.0,0.3,0.9,1.1,9.4,68,19.799999999999997
Jalen Suggs,ORL,23.5,3.5,8.4,1.2,3.8,1.6,2.2,1.0,2.0,3.0,2.9,1.3,0.5,1.8,9.9,53,21.5
Jalen Williams,OKC,30.3,5.5,10.6,1.0,2.7,2.1,2.5,1.1,3.4,4.5,3.3,1.4,0.5,1.6,14.1,75,30.6
Jamal Cain,MIA,13.3,2.1,3.7,0.4,1.1,0.9,1.2,0.8,2.1,2.9,0.7,0.6,0.1,0.3,5.4,18,12.500000000000002
Jamal Murray,DEN,32.8,7.3,16.0,2.6,6.6,2.8,3.3,0.7,3.2,4.0,6.2,1.0,0.2,2.2,20.0,65,37.5
Jamaree Bouyea,TOT,12.166666666666666,0.9,2.3666666666666667,0.3,1.1666666666666667,0.16666666666666666,0.3,0.16666666666666666,1.0,1.1666666666666667,0.6,0.6,0.3,0.6,2.2666666666666666,10,6.633333333333334
James Bouknight,CHO,15.1,2.0,5.7,1.0,3.2,0.6,0.9,0.2,1.9,2.1,1.2,0.4,0.1,0.9,5.6,34,9.3
James Harden,PHI,36.8,6.4,14.5,2.8,7.2,5.4,6.2,0.7,5.4,6.1,10.7,1.2,0.5,3.4,21.0,58,48.8
James Johnson,IND,9.0,1.2,2.7,0.2,0.8,0.2,0.4,0.2,1.4,1.7,0.8,0.4,0.3,0.4,2.8,18,7.8
James Wiseman,TOT,19.0,4.133333333333334,7.3999999999999995,0.06666666666666667,0.43333333333333335,1.5,2.1666666666666665,1.5999999999999999,4.233333333333333,5.833333333333333,0.6999999999999998,0.16666666666666666,0.5666666666666667,1.0999999999999999,9.866666666666667,90,18.1
Jared Butler,OKC,12.8,2.5,5.3,1.2,2.3,0.0,0.0,0.2,0.5,0.7,1.3,0.8,0.0,0.8,6.2,6,12.0
Jared Rhoden,DET,14.1,1.2,3.1,0.4,1.4,0.4,0.4,0.8,1.9,2.6,0.3,0.3,0.1,0.2,3.2,14,7.3
Jaren Jackson Jr.,MEM,28.4,6.6,13.0,1.6,4.5,3.8,4.9,1.7,5.0,6.8,1.0,1.0,3.0,1.7,18.6,63,40.7
Jarred Vanderbilt,TOT,24.066666666666666,3.1,5.733333333333333,0.4000000000000001,1.2,1.2,1.7333333333333334,2.1333333333333333,5.2,7.366666666666667,2.2333333333333334,1.0999999999999999,0.26666666666666666,1.2,7.800000000000001,156,23.03333333333333
Jarrell Brantley,UTA,9.8,2.0,3.5,1.0,2.3,0.5,0.5,0.3,1.3,1.5,0.8,0.0,0.5,0.5,5.5,4,11.1
Jarrett Allen,CLE,32.6,5.9,9.2,0.0,0.1,2.4,3.3,3.3,6.5,9.8,1.7,0.8,1.2,1.4,14.3,68,34.400000000000006
Jarrett Culver,ATL,13.7,1.7,4.3,0.1,1.2,0.9,1.3,1.0,2.8,3.8,0.6,0.6,0.2,0.7,4.4,10,10.0
Jason Preston,LAC,8.9,1.3,2.9,0.4,1.3,0.0,0.1,0.1,1.4,1.6,1.9,0.1,0.0,0.7,2.9,14,7.300000000000001
Javonte Green,CHI,15.0,1.9,3.4,0.4,1.1,0.9,1.4,0.8,1.9,2.8,0.7,0.8,0.7,0.6,5.2,32,14.5
Jaxson Hayes,NOP,13.0,1.8,3.3,0.1,0.6,1.2,1.8,0.8,2.0,2.8,0.7,0.4,0.4,0.7,5.0,47,10.799999999999999
Jay Huff,WAS,13.6,2.1,3.6,0.9,1.7,2.1,2.3,0.9,2.1,3.0,1.4,0.4,0.6,0.7,7.3,7,17.0
Jay Scrubb,ORL,15.0,2.5,3.5,1.0,1.0,0.5,1.0,0.0,3.0,3.0,0.5,1.0,0.0,1.5,6.5,2,13.5
Jaylen Brown,BOS,35.9,10.1,20.6,2.4,7.3,3.9,5.1,1.2,5.7,6.9,3.5,1.1,0.4,2.9,26.6,67,41.5
Jaylen Nowell,MIN,19.3,4.3,9.6,1.0,3.6,1.2,1.5,0.6,2.1,2.6,2.0,0.6,0.1,1.0,10.8,65,17.9
Jaylin Williams,OKC,18.7,2.1,4.8,0.9,2.3,0.8,1.1,0.9,4.0,4.9,1.6,0.6,0.2,0.8,5.9,49,15.600000000000003
Jayson Tatum,BOS,36.9,9.8,21.1,3.2,9.3,7.2,8.4,1.1,7.7,8.8,4.6,1.1,0.7,2.9,30.1,74,50.0
Jeenathan Williams,POR,25.4,4.8,7.8,0.6,1.6,0.4,0.6,2.0,1.0,3.0,2.0,0.6,0.4,0.8,10.6,5,22.2
Jeff Dowtin,TOR,10.4,1.0,2.3,0.2,0.6,0.2,0.4,0.2,0.7,0.9,1.2,0.4,0.1,0.2,2.4,25,7.0
Jeff Green,DEN,19.5,2.9,5.9,0.5,1.9,1.6,2.1,0.7,1.9,2.6,1.2,0.3,0.3,0.8,7.8,56,13.5
Jerami Grant,POR,35.7,6.9,14.5,2.3,5.7,4.4,5.4,0.8,3.7,4.5,2.4,0.8,0.8,1.8,20.5,63,33.2
Jeremiah Robinson-Earl,OKC,18.9,2.6,5.8,0.9,2.6,0.8,1.0,1.7,2.5,4.2,1.0,0.6,0.3,0.4,6.8,43,15.899999999999999
Jeremy Sochan,SAS,26.0,4.5,9.9,0.6,2.4,1.4,2.1,1.7,3.6,5.3,2.5,0.8,0.4,1.7,11.0,56,21.7
Jericho Sims,NYK,15.6,1.6,2.1,0.0,0.0,0.2,0.3,1.9,2.8,4.7,0.5,0.3,0.5,0.5,3.4,52,12.3
Jevon Carter,MIL,22.3,3.0,7.0,1.8,4.2,0.4,0.5,0.4,2.1,2.5,2.4,0.8,0.4,1.0,8.0,81,18.799999999999997
Jimmy Butler,MIA,33.4,7.5,13.9,0.6,1.6,7.4,8.7,2.2,3.7,5.9,5.3,1.8,0.3,1.6,22.9,64,45.0
Jock Landale,PHO,14.2,2.6,4.9,0.3,1.2,1.1,1.5,1.7,2.3,4.1,1.0,0.2,0.4,0.9,6.6,69,13.5
Joe Harris,BRK,20.6,2.7,5.9,1.9,4.5,0.2,0.4,0.3,1.9,2.2,1.4,0.5,0.2,0.6,7.6,74,15.399999999999999
Joe Ingles,MIL,22.7,2.3,5.4,1.8,4.4,0.4,0.5,0.3,2.5,2.8,3.3,0.7,0.1,1.2,6.9,46,18.0
Joe Wieskamp,TOR,5.6,0.3,1.6,0.3,1.3,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.0,0.1,1.0,9,1.1
Joel Embiid,PHI,34.6,11.0,20.1,1.0,3.0,10.0,11.7,1.7,8.4,10.2,4.2,1.0,1.7,3.4,33.1,66,56.9
John Butler,POR,11.6,0.9,2.8,0.4,1.8,0.2,0.2,0.2,0.7,0.9,0.6,0.4,0.5,0.1,2.4,19,7.300000000000001
John Collins,ATL,30.0,5.1,10.0,1.0,3.4,2.0,2.5,1.1,5.4,6.5,1.2,0.6,1.0,1.1,13.1,71,26.9
John Konchar,MEM,20.8,1.9,4.4,0.8,2.5,0.4,0.5,0.9,3.4,4.3,1.4,1.1,0.3,0.5,5.1,72,16.9
John Wall,LAC,22.2,4.1,9.9,1.0,3.2,2.3,3.3,0.4,2.3,2.7,5.2,0.8,0.4,2.4,11.4,34,22.799999999999997
Johnny Davis,WAS,15.1,2.4,6.1,0.6,2.5,0.5,1.0,0.4,2.0,2.3,1.0,0.4,0.3,0.6,5.8,28,10.5
Johnny Juzang,UTA,12.9,1.9,5.8,0.8,3.5,0.1,0.2,0.4,1.7,2.2,0.4,0.2,0.2,0.2,4.8,18,7.700000000000001
Jonas Valan?i?nas,NOP,24.9,5.6,10.3,0.5,1.4,2.3,2.8,2.8,7.3,10.2,1.8,0.3,0.7,2.0,14.1,79,28.799999999999997
Jonathan Isaac,ORL,11.3,2.0,4.8,0.5,1.4,0.5,0.8,1.4,2.6,4.0,0.5,1.3,0.4,0.4,5.0,11,15.4
Jonathan Kuminga,GSW,20.8,3.9,7.4,0.8,2.2,1.3,2.1,1.0,2.4,3.4,1.9,0.6,0.5,1.4,9.9,67,19.1
Jordan Clarkson,UTA,32.6,7.5,16.9,2.5,7.5,3.3,4.0,1.2,2.9,4.0,4.4,0.5,0.2,3.0,20.8,61,30.300000000000004
Jordan Goodwin,WAS,17.8,2.5,5.7,0.6,1.9,0.9,1.1,0.9,2.4,3.3,2.7,0.9,0.4,0.9,6.6,62,18.4
Jordan Hall,SAS,9.2,1.0,3.1,0.3,1.7,0.8,1.0,0.3,1.0,1.3,1.2,0.1,0.0,0.8,3.1,9,4.6
Jordan McLaughlin,MIN,15.8,1.4,3.4,0.6,1.8,0.3,0.4,0.3,1.1,1.4,3.4,0.7,0.1,0.8,3.7,43,13.399999999999999
Jordan Nwora,TOT,19.833333333333332,3.3333333333333335,7.566666666666667,1.4666666666666668,3.533333333333333,1.1333333333333335,1.4333333333333333,0.8333333333333334,3.0,3.8333333333333335,1.5,0.39999999999999997,0.2333333333333333,1.1,9.233333333333333,124,16.666666666666664
Jordan Poole,GSW,30.0,6.7,15.6,2.6,7.8,4.4,5.1,0.4,2.4,2.7,4.5,0.8,0.3,3.1,20.4,82,30.0
Jordan Schakel,WAS,3.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.5,2,5.0
Jose Alvarado,NOP,21.5,3.3,8.0,1.4,4.0,1.1,1.3,0.5,1.9,2.3,3.0,1.1,0.2,1.3,9.0,61,19.700000000000003
Josh Christopher,HOU,12.3,2.4,5.1,0.3,1.4,0.7,0.9,0.3,0.8,1.1,1.1,0.5,0.2,0.9,5.8,64,9.9
Josh Giddey,OKC,31.1,7.1,14.7,1.0,3.1,1.4,1.9,1.9,5.9,7.9,6.2,0.8,0.4,2.8,16.6,76,36.1
Josh Green,DAL,25.7,3.4,6.4,1.1,2.8,1.1,1.6,0.9,2.1,3.0,1.7,0.7,0.1,1.2,9.1,60,17.299999999999997
Josh Hart,TOT,31.899999999999995,3.6333333333333333,6.733333333333333,0.8666666666666667,2.1666666666666665,1.7333333333333334,2.3,1.8999999999999997,5.8,7.666666666666667,3.766666666666667,1.2333333333333334,0.3333333333333333,1.5,9.833333333333334,152,29.133333333333333
Josh Minott,MIN,6.4,1.2,2.4,0.1,0.4,0.5,0.5,0.3,1.3,1.7,0.3,0.3,0.4,0.2,3.1,15,7.899999999999999
Josh Okogie,PHO,18.8,2.3,5.8,0.9,2.7,1.9,2.7,1.5,2.0,3.5,1.5,0.8,0.5,0.9,7.3,72,16.099999999999998
Josh Richardson,TOT,23.46666666666667,3.5333333333333337,8.200000000000001,1.5999999999999999,4.366666666666667,1.0333333333333334,1.1666666666666667,0.6,2.066666666666667,2.6333333333333333,2.533333333333333,1.1333333333333335,0.3333333333333333,1.2666666666666666,9.700000000000001,130,21.06666666666667
Joshua Primo,SAS,23.3,2.3,6.5,0.8,3.0,1.8,2.3,0.5,2.8,3.3,4.5,0.3,0.5,2.8,7.0,4,15.299999999999999
Jrue Holiday,MIL,32.6,7.3,15.3,2.4,6.1,2.3,2.6,1.2,3.9,5.1,7.4,1.2,0.4,2.9,19.3,67,41.2
Juan Toscano-Anderson,TOT,13.633333333333333,1.2333333333333334,2.8333333333333335,0.16666666666666666,0.8333333333333334,0.4000000000000001,0.4666666666666666,0.5333333333333333,1.866666666666667,2.433333333333333,1.3,0.3,0.16666666666666666,0.7000000000000001,3.033333333333333,104,8.266666666666666
Juancho Hernang�mez,TOR,14.6,1.1,2.7,0.4,1.6,0.2,0.4,0.6,2.3,2.9,0.6,0.4,0.1,0.4,2.9,42,7.9
Julian Champagnie,TOT,14.4,2.466666666666667,5.7,1.3666666666666665,3.5666666666666664,0.5666666666666668,0.7000000000000001,0.4333333333333333,2.0666666666666664,2.5,0.4333333333333333,0.39999999999999997,0.19999999999999998,0.4333333333333333,6.8999999999999995,34,12.266666666666666
Julius Randle,NYK,35.5,8.5,18.6,2.8,8.3,5.2,6.9,1.8,8.1,10.0,4.1,0.6,0.3,2.8,25.1,77,40.8
Justin Champagnie,TOT,7.333333333333333,1.0,3.3333333333333335,0.2333333333333333,1.1666666666666667,0.0,0.0,0.6333333333333333,1.0,1.6333333333333335,0.8666666666666667,0.2333333333333333,0.0,0.0,2.2333333333333334,10,5.433333333333334
Justin Holiday,TOT,15.466666666666667,1.6666666666666667,4.433333333333334,1.0,3.1,0.13333333333333333,0.20000000000000004,0.13333333333333333,1.1666666666666667,1.2666666666666666,0.9,0.46666666666666673,0.43333333333333335,0.5,4.466666666666667,92,9.966666666666667
Justin Jackson,BOS,4.7,0.3,1.2,0.2,0.9,0.0,0.1,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.9,23,3.3
Justin Minaya,POR,22.3,1.8,5.8,0.8,3.0,0.0,0.3,0.8,3.0,3.8,1.0,0.5,1.3,1.0,4.3,4,13.600000000000001
Justise Winslow,POR,26.8,2.8,6.8,0.5,1.6,0.7,1.0,1.7,3.3,5.0,3.4,1.0,0.4,1.5,6.8,29,20.200000000000003
Jusuf Nurki?,POR,26.8,5.0,9.7,0.8,2.3,2.4,3.7,2.2,6.9,9.1,2.9,0.8,0.8,2.3,13.3,52,29.8
KZ Okpala,SAC,7.1,0.5,1.1,0.2,0.6,0.2,0.2,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.3,35,4.4
Kai Jones,CHO,12.0,1.5,2.6,0.1,0.4,0.4,0.6,0.8,1.9,2.7,0.3,0.4,0.7,0.7,3.4,46,10.0
