Player,TEAM_ABBREVIATION,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,GP,FPPG
Dru Smith,MIA,14.6,1.7,3.7,0.8,1.9,0.2,0.2,0.7,0.9,1.6,1.6,1.0,0.3,0.6,4.3,9,13.600000000000001
Duncan Robinson,MIA,28.0,4.5,9.9,2.8,7.0,1.2,1.3,0.2,2.3,2.5,2.8,0.7,0.2,1.4,12.9,68,23.6
Duop Reath,POR,17.9,3.4,7.3,1.3,3.6,1.0,1.4,1.4,2.3,3.7,1.0,0.5,0.6,0.8,9.1,68,18.0
Dwight Powell,DAL,13.3,1.1,1.7,0.0,0.0,1.0,1.4,1.5,1.9,3.4,1.3,0.4,0.3,0.5,3.3,63,11.2
Dylan Windler,TOT,6.1,0.85,1.7000000000000002,0.7250000000000001,1.525,0.0,0.0,0.175,0.75,0.9,0.55,0.1,0.0,0.1,2.425,34,5.35
Dyson Daniels,NOP,22.3,2.3,5.1,0.7,2.2,0.6,0.9,1.0,2.9,3.9,2.7,1.4,0.4,1.0,5.8,61,20.2
E.J. Liddell,NOP,2.9,0.1,0.8,0.0,0.6,0.3,0.3,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.5,8,2.4999999999999996
Emoni Bates,CLE,8.9,1.0,3.3,0.7,2.2,0.1,0.3,0.1,0.9,0.9,0.7,0.1,0.1,0.5,2.7,15,4.0
Eric Gordon,PHO,27.8,4.0,9.1,2.2,5.8,0.8,0.9,0.2,1.6,1.8,2.0,1.0,0.4,1.1,11.0,68,21.2
Eugene Omoruyi,WAS,9.1,1.9,3.9,0.3,1.1,0.7,1.1,0.8,1.2,2.0,0.8,0.6,0.1,0.5,4.8,43,10.0
Evan Fournier,TOT,16.599999999999998,2.1333333333333333,6.833333333333333,0.9333333333333332,4.366666666666666,0.8333333333333334,1.0,0.13333333333333333,1.5666666666666667,1.6666666666666667,1.3666666666666665,1.0333333333333334,0.13333333333333333,0.5666666666666667,6.033333333333334,64,12.166666666666668
Evan Mobley,CLE,30.6,6.4,11.0,0.4,1.2,2.5,3.4,2.2,7.1,9.4,3.2,0.9,1.4,1.8,15.7,50,38.400000000000006
Filip Petru�ev,TOT,3.266666666666667,0.26666666666666666,0.5666666666666667,0.0,0.0,0.26666666666666666,0.5666666666666667,0.0,0.43333333333333335,0.43333333333333335,0.0,0.0,0.0,0.0,0.8333333333333334,6,0.9333333333333333
Frank Ntilikina,CHO,8.6,0.2,1.8,0.2,1.6,0.4,0.4,0.2,1.0,1.2,0.8,0.0,0.0,0.2,1.0,5,2.2
Franz Wagner,ORL,32.5,7.3,15.2,1.3,4.6,3.8,4.4,1.0,4.3,5.3,3.7,1.1,0.4,1.9,19.7,72,34.7
Fred VanVleet,HOU,36.8,5.8,13.9,3.1,8.0,2.7,3.1,0.5,3.4,3.8,8.1,1.4,0.8,1.7,17.4,73,43.2
Furkan Korkmaz,PHI,8.6,0.9,2.2,0.4,1.1,0.4,0.6,0.1,0.7,0.9,0.7,0.4,0.1,0.3,2.5,35,6.0
GG Jackson II,MEM,25.7,5.0,11.7,2.1,6.0,2.4,3.2,1.1,3.0,4.1,1.2,0.6,0.5,1.4,14.6,48,22.3
Gabe Vincent,LAL,19.8,1.4,4.5,0.3,2.5,0.1,0.2,0.4,0.5,0.8,1.9,0.8,0.0,0.5,3.1,11,8.4
Garrett Temple,TOR,10.7,1.1,2.9,0.4,1.5,0.7,0.8,0.7,1.0,1.7,1.0,0.4,0.1,0.5,3.3,27,7.6000000000000005
Garrison Mathews,ATL,15.0,1.6,3.4,1.3,2.9,0.5,0.6,0.3,1.1,1.4,0.6,0.3,0.1,0.3,4.9,66,9.500000000000002
Gary Harris,ORL,24.0,2.4,5.5,1.4,3.8,0.6,0.8,0.4,1.2,1.7,1.6,0.9,0.3,0.6,6.9,54,15.9
Gary Payton II,GSW,15.5,2.3,4.2,0.5,1.3,0.3,0.5,1.0,1.5,2.6,1.1,0.9,0.4,0.6,5.5,44,15.0
Gary Trent Jr.,TOR,28.1,5.1,11.9,2.5,6.4,1.0,1.4,0.4,2.3,2.6,1.7,1.1,0.1,0.7,13.7,71,23.5
Georges Niang,CLE,22.3,3.5,7.7,1.8,4.8,0.6,0.7,0.3,3.1,3.4,1.2,0.4,0.2,0.9,9.4,82,16.8
Giannis Antetokounmpo,MIL,35.2,11.5,18.8,0.5,1.7,7.0,10.7,2.7,8.8,11.5,6.5,1.2,1.1,3.4,30.4,73,58.3
Goga Bitadze,ORL,15.4,2.0,3.4,0.0,0.2,0.9,1.4,1.8,2.9,4.6,1.3,0.5,1.2,0.7,5.0,62,17.699999999999996
Gordon Hayward,TOT,24.5,3.6999999999999997,7.966666666666666,0.7333333333333334,1.7666666666666666,1.7333333333333334,2.3666666666666667,0.7333333333333334,2.8333333333333335,3.5666666666666664,3.0999999999999996,0.8000000000000002,0.26666666666666666,1.3,9.866666666666667,102,20.833333333333336
Gradey Dick,TOR,21.1,3.2,7.4,1.5,4.0,0.7,0.9,0.5,1.8,2.2,1.1,0.6,0.0,0.8,8.5,60,14.0
Grant Williams,TOT,28.333333333333332,3.8000000000000003,8.200000000000001,1.6666666666666667,4.3999999999999995,1.5,1.9666666666666668,1.1666666666666667,3.1666666666666665,4.3,2.4,0.6,0.5,1.4666666666666668,10.766666666666666,152,21.93333333333333
Grayson Allen,PHO,33.5,4.5,9.1,2.7,5.9,1.7,2.0,0.6,3.3,3.9,3.0,0.9,0.6,1.3,13.5,75,29.1
Greg Brown III,DAL,6.7,0.8,1.8,0.2,0.5,0.7,1.5,0.5,1.0,1.5,0.7,0.0,0.7,0.7,2.5,6,6.0
Gui Santos,GSW,8.3,1.2,2.4,0.4,1.2,0.7,0.7,0.7,1.4,2.1,0.6,0.2,0.1,0.3,3.6,23,7.9
Hamidou Diallo,WAS,2.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,1.0,2,6.0
Harrison Barnes,SAC,29.0,4.2,8.9,1.8,4.7,1.9,2.4,0.8,2.2,3.0,1.2,0.7,0.1,0.7,12.2,82,20.2
Harry Giles,TOT,4.033333333333333,0.8333333333333334,1.9666666666666668,0.10000000000000002,0.5666666666666667,0.2333333333333333,0.4666666666666666,0.43333333333333335,0.7666666666666666,1.1666666666666667,0.2333333333333333,0.10000000000000002,0.10000000000000002,0.2333333333333333,2.033333333333333,46,3.5666666666666664
Haywood Highsmith,MIA,20.7,2.3,5.0,1.2,2.9,0.3,0.5,1.0,2.2,3.2,1.1,0.8,0.5,0.5,6.1,66,16.299999999999997
Henri Drell,CHI,7.5,1.0,2.5,0.5,1.5,0.3,0.5,0.3,0.8,1.0,1.0,0.5,0.3,0.5,2.8,4,7.8
Herbert Jones,NOP,30.5,3.9,7.7,1.5,3.6,1.8,2.1,1.0,2.6,3.6,2.6,1.4,0.8,1.2,11.0,76,27.5
Hunter Tyson,DEN,2.7,0.4,1.1,0.2,0.8,0.0,0.0,0.1,0.4,0.5,0.1,0.1,0.0,0.1,1.1,18,1.9000000000000001
Ibou Badji,POR,10.3,0.6,1.0,0.0,0.0,0.3,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,1.5,22,7.6
Immanuel Quickley,TOT,28.833333333333332,5.666666666666667,13.0,2.466666666666667,6.3,3.033333333333333,3.5666666666666664,0.26666666666666666,3.5,3.733333333333333,4.733333333333333,0.7000000000000001,0.13333333333333333,1.4333333333333333,16.866666666666667,136,30.8
Isaac Okoro,CLE,27.3,3.4,7.0,1.2,3.1,1.3,2.0,1.0,2.0,3.0,1.9,0.8,0.5,0.8,9.4,69,20.1
Isaiah Hartenstein,NYK,25.3,3.1,4.9,0.0,0.0,1.5,2.1,3.3,5.1,8.3,2.5,1.2,1.1,1.2,7.8,75,28.600000000000005
Isaiah Jackson,IND,13.1,2.6,3.9,0.0,0.1,1.2,1.7,1.6,2.4,4.0,0.8,0.6,1.0,0.7,6.5,59,17.9
Isaiah Joe,OKC,18.5,2.8,6.2,1.9,4.5,0.6,0.7,0.4,1.9,2.3,1.3,0.6,0.3,0.6,8.2,78,16.7
Isaiah Livers,DET,20.4,1.7,5.0,1.0,3.3,0.5,0.8,0.7,1.4,2.1,1.1,0.6,0.2,0.7,5.0,23,10.200000000000001
Isaiah Mobley,CLE,7.2,1.0,2.4,0.3,1.0,0.0,0.1,0.3,0.7,1.0,0.6,0.2,0.0,0.2,2.3,10,4.699999999999999
Isaiah Stewart,DET,30.9,4.0,8.3,1.5,3.8,1.4,1.8,1.6,5.0,6.6,1.6,0.4,0.8,1.4,10.9,46,23.5
Isaiah Thomas,PHO,3.2,0.5,1.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3,6,1.9000000000000001
Isaiah Wong,IND,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0
Ish Smith,CHO,17.2,1.5,3.7,0.1,0.2,0.1,0.1,0.3,1.5,1.8,3.4,0.4,0.1,1.1,3.2,43,11.0
Ish Wainright,TOT,5.3999999999999995,0.6,2.1,0.6,1.7,0.16666666666666666,0.16666666666666666,0.3666666666666667,0.9333333333333332,1.3,0.13333333333333333,0.39999999999999997,0.06666666666666667,0.19999999999999998,1.9333333333333333,22,4.666666666666666
Ivica Zubac,LAC,26.4,5.0,7.6,0.0,0.0,1.8,2.4,2.9,6.3,9.2,1.4,0.3,1.2,1.2,11.7,68,29.1
Izaiah Brockington,NOP,3.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1,5.0
JD Davison,BOS,4.9,0.6,1.5,0.4,0.9,0.4,0.5,0.3,1.0,1.3,1.3,0.1,0.1,0.3,2.0,8,6.100000000000001
JT Thor,CHO,12.4,1.3,2.9,0.4,1.3,0.2,0.3,0.7,1.6,2.3,0.5,0.2,0.4,0.2,3.2,63,8.5
Ja Morant,MEM,35.3,8.9,18.9,1.6,5.7,5.8,7.1,0.7,4.9,5.6,8.1,0.8,0.6,3.0,25.1,9,45.7
JaVale McGee,SAC,7.4,1.7,2.9,0.0,0.2,0.6,1.0,0.9,1.8,2.7,0.4,0.3,0.4,0.7,4.0,46,9.0
Jabari Smith Jr.,HOU,31.9,5.0,11.0,1.8,5.0,2.0,2.4,1.8,6.3,8.1,1.6,0.7,0.8,1.2,13.7,76,29.0
Jabari Walker,POR,23.6,3.3,7.1,0.6,1.9,1.8,2.4,2.1,5.0,7.1,1.0,0.6,0.3,0.9,8.9,72,19.299999999999997
Jack White,MEM,16.0,0.5,4.0,0.5,2.5,0.0,0.0,1.0,2.0,3.0,0.3,1.0,0.3,0.5,1.5,4,6.8
Jacob Gilyard,TOT,15.333333333333334,1.0333333333333334,3.033333333333333,0.8666666666666666,2.6,0.03333333333333333,0.03333333333333333,0.2333333333333333,0.7666666666666666,1.0333333333333334,2.766666666666667,1.0,0.06666666666666667,0.6,2.966666666666667,82,12.500000000000004
Jacob Toppin,NYK,4.2,0.6,1.0,0.1,0.4,0.2,0.2,0.3,0.4,0.8,0.3,0.0,0.1,0.1,1.4,9,3.3
Jaden Hardy,DAL,13.5,2.7,6.6,1.1,3.1,0.8,1.0,0.3,1.5,1.8,1.5,0.3,0.1,0.8,7.3,73,11.8
Jaden Ivey,DET,28.8,5.4,12.6,1.6,4.8,2.9,3.9,1.1,2.3,3.4,3.8,0.7,0.5,2.5,15.4,77,25.0
Jaden McDaniels,MIN,29.2,4.3,8.7,1.2,3.5,0.8,1.1,0.8,2.3,3.1,1.4,0.9,0.6,1.2,10.5,72,20.8
Jaden Springer,TOT,9.9,1.1333333333333333,2.8333333333333335,0.19999999999999998,0.9333333333333332,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8666666666666667,1.5333333333333332,0.8333333333333334,0.7000000000000001,0.26666666666666666,0.6666666666666666,3.1333333333333333,98,8.333333333333334
Jae Crowder,MIL,23.1,2.3,5.4,1.2,3.3,0.5,0.7,0.6,2.6,3.2,1.3,0.8,0.2,0.5,6.2,50,15.2
Jae'Sean Tate,HOU,15.9,1.7,3.5,0.4,1.2,0.4,0.6,0.9,2.1,3.0,1.0,0.6,0.2,0.6,4.1,65,11.2
Jahmi'us Ramsey,TOR,17.3,2.6,5.9,0.9,3.1,0.7,0.9,0.6,2.6,3.1,1.1,1.0,0.0,1.0,6.7,7,14.0
Jaime Jaquez Jr.,MIA,28.2,4.5,9.3,0.9,2.7,1.9,2.3,1.1,2.7,3.8,2.6,1.0,0.3,1.5,11.9,75,23.299999999999997
Jake LaRavia,MEM,23.0,3.4,8.7,1.5,4.5,2.6,3.1,1.5,2.2,3.7,1.7,0.8,0.3,1.3,10.8,35,18.800000000000004
Jakob Poeltl,TOR,26.4,5.0,7.6,0.0,0.0,1.2,2.1,2.9,5.7,8.6,2.5,0.7,1.5,1.5,11.1,50,32.0
Jalen Brunson,NYK,35.4,10.3,21.4,2.7,6.8,5.5,6.5,0.6,3.1,3.6,6.7,0.9,0.2,2.4,28.7,77,46.2
Jalen Crutcher,NOP,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.0
Jalen Duren,DET,29.1,5.7,9.2,0.0,0.1,2.3,3.0,3.1,8.5,11.6,2.4,0.5,0.8,2.1,13.8,61,32.7
Jalen Green,HOU,31.7,6.9,16.2,2.5,7.4,3.5,4.3,0.5,4.7,5.2,3.5,0.8,0.3,2.3,19.6,82,30.900000000000006
Jalen Hood-Schifino,LAL,5.2,0.5,2.1,0.1,0.7,0.6,1.0,0.1,0.5,0.6,0.4,0.1,0.1,0.4,1.6,21,1.6
Jalen Johnson,ATL,33.7,6.4,12.5,1.3,3.6,1.9,2.6,1.3,7.4,8.7,3.6,1.2,0.8,1.8,16.0,56,37.2
Jalen McDaniels,TOR,10.8,1.3,3.8,0.2,1.4,0.5,0.7,0.4,1.2,1.6,0.7,0.4,0.1,0.6,3.4,50,6.0
Jalen Pickett,DEN,4.5,0.6,1.3,0.3,0.9,0.1,0.1,0.0,0.5,0.5,0.8,0.1,0.0,0.3,1.6,27,3.6999999999999997
Jalen Slawson,SAC,3.1,0.3,0.5,0.0,0.2,0.0,0.0,0.1,0.5,0.6,0.2,0.1,0.1,0.2,0.7,12,2.2
Jalen Smith,IND,17.2,3.8,6.5,1.0,2.4,1.2,1.7,1.8,3.7,5.5,1.0,0.3,0.6,0.7,9.9,61,21.2
Jalen Suggs,ORL,27.0,4.5,9.5,2.0,5.1,1.6,2.1,0.6,2.4,3.1,2.7,1.4,0.6,1.8,12.6,75,26.5
Jalen Williams,OKC,31.3,7.5,14.0,1.5,3.4,2.5,3.1,0.5,3.5,4.0,4.5,1.1,0.6,1.7,19.1,71,37.400000000000006
Jalen Wilson,BRK,15.4,1.8,4.2,0.6,1.7,0.9,1.1,1.1,2.0,3.0,1.0,0.3,0.1,0.4,5.0,43,10.600000000000001
Jamal Cain,MIA,10.0,1.3,3.0,0.4,1.2,0.7,0.9,0.6,0.8,1.4,0.4,0.4,0.2,0.3,3.7,26,7.5
Jamal Murray,DEN,31.5,8.0,16.7,2.5,5.8,2.7,3.1,0.7,3.4,4.1,6.5,1.0,0.7,2.1,21.2,59,42.3
Jamaree Bouyea,TOT,10.933333333333332,1.2,2.966666666666667,0.13333333333333333,0.8666666666666667,0.0,0.0,0.3,1.9333333333333336,2.2666666666666666,1.1666666666666667,0.13333333333333333,0.0,0.8666666666666667,2.566666666666667,18,5.533333333333333
James Bouknight,CHO,5.8,1.3,2.9,0.9,2.1,0.1,0.1,0.1,0.6,0.6,0.4,0.1,0.1,0.1,3.6,14,6.199999999999999
James Harden,LAC,34.3,4.9,11.4,2.6,6.8,4.2,4.8,0.5,4.7,5.1,8.5,1.1,0.8,2.6,16.6,72,41.5
James Johnson,IND,5.2,0.3,1.1,0.0,0.2,0.2,0.2,0.1,0.3,0.4,0.9,0.6,0.1,0.6,0.9,9,4.2
James Wiseman,DET,17.3,3.0,4.8,0.0,0.0,1.1,1.6,1.7,3.6,5.3,0.9,0.2,0.6,1.0,7.1,63,16.1
Jarace Walker,IND,10.3,1.4,3.3,0.7,1.7,0.2,0.3,0.4,1.5,1.9,1.2,0.5,0.3,0.5,3.6,33,10.200000000000001
Jared Butler,WAS,14.2,2.5,5.0,0.6,2.0,0.8,0.9,0.2,1.2,1.5,3.2,0.7,0.2,1.3,6.3,40,15.7
Jared Rhoden,DET,14.4,1.9,3.9,0.7,1.8,0.3,0.5,0.2,1.8,1.9,0.8,0.2,0.8,0.4,4.9,17,12.0
Jaren Jackson Jr.,MEM,32.2,7.8,17.6,1.8,5.5,5.1,6.3,1.3,4.2,5.5,2.3,1.2,1.6,2.4,22.5,66,37.599999999999994
Jarred Vanderbilt,LAL,20.0,2.0,3.9,0.3,0.9,0.8,1.2,1.4,3.3,4.8,1.2,1.2,0.2,1.0,5.2,29,16.0
Jarrett Allen,CLE,31.7,6.7,10.6,0.0,0.1,3.0,4.1,3.2,7.4,10.5,2.7,0.7,1.1,1.6,16.5,77,38.10000000000001
Jason Preston,UTA,10.1,0.9,2.7,0.0,0.4,0.0,0.0,0.9,1.6,2.4,2.3,0.3,0.1,0.3,1.7,7,8.8
Javon Freeman-Liberty,TOR,18.3,2.5,5.6,0.5,1.9,1.5,1.6,0.7,2.5,3.2,1.8,0.5,0.2,1.1,7.0,22,14.200000000000003
Javonte Green,CHI,25.6,5.0,8.3,1.1,3.0,1.1,1.4,2.2,5.2,7.4,0.6,1.1,0.9,0.8,12.2,9,29.7
Javonte Smart,PHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
Jaxson Hayes,LAL,12.5,1.8,2.5,0.0,0.1,0.7,1.2,1.0,2.0,3.0,0.5,0.5,0.4,0.6,4.3,70,11.299999999999999
Jay Huff,DEN,2.5,0.5,0.8,0.2,0.5,0.1,0.1,0.1,0.5,0.6,0.1,0.1,0.2,0.1,1.2,20,3.4000000000000004
Jaylen Brown,BOS,33.5,9.0,17.9,2.1,5.9,3.0,4.3,1.2,4.3,5.5,3.6,1.2,0.5,2.4,23.0,70,38.6
Jaylen Nowell,TOT,16.099999999999998,2.6666666666666665,5.966666666666666,0.4666666666666666,2.1,0.6,0.8333333333333334,0.5333333333333333,1.4666666666666668,1.9666666666666668,1.3666666666666665,0.3,0.2333333333333333,0.5333333333333333,6.466666666666666,26,11.833333333333332
Jaylin Williams,OKC,13.0,1.4,3.3,0.8,2.1,0.5,0.6,0.5,2.9,3.4,1.6,0.4,0.4,0.5,4.0,69,13.0
Jayson Tatum,BOS,35.7,9.1,19.3,3.1,8.2,5.6,6.7,0.9,7.2,8.1,4.9,1.0,0.6,2.5,26.9,74,47.099999999999994
Jeenathan Williams,HOU,5.9,1.2,2.3,0.1,0.2,0.3,0.6,0.5,0.5,1.0,0.3,0.2,0.0,0.2,2.9,22,4.8
Jeff Dowtin,PHI,11.8,1.7,3.0,0.8,1.6,0.3,0.3,0.3,1.4,1.7,2.3,0.6,0.1,0.4,4.3,12,13.8
Jeff Green,HOU,16.8,2.1,4.7,0.7,2.1,1.6,1.9,0.6,1.7,2.3,0.9,0.2,0.4,0.6,6.5,78,11.7
Jerami Grant,POR,33.9,7.1,15.7,2.1,5.1,4.7,5.8,0.7,2.9,3.5,2.8,0.8,0.6,2.1,21.0,54,31.0
Jeremiah Robinson-Earl,NOP,8.6,1.2,2.4,0.3,1.0,0.3,0.4,0.6,1.4,1.9,0.5,0.3,0.1,0.4,2.9,39,6.800000000000001
Jeremy Sochan,SAS,29.6,4.6,10.5,0.9,3.1,1.5,1.9,1.9,4.6,6.4,3.4,0.8,0.5,1.9,11.6,74,25.4
Jericho Sims,NYK,13.0,0.8,1.2,0.0,0.0,0.4,0.5,1.2,2.0,3.3,0.6,0.2,0.4,0.4,2.0,45,8.399999999999999
Jermaine Samuels,HOU,4.3,0.6,1.0,0.0,0.1,0.1,0.1,0.2,0.7,0.9,0.2,0.1,0.1,0.0,1.4,14,3.6999999999999997
Jerome Robinson,GSW,3.7,0.5,1.5,0.1,0.8,0.3,0.5,0.0,0.2,0.3,0.2,0.0,0.1,0.1,1.4,22,1.6999999999999997
Jett Howard,ORL,3.7,0.6,1.7,0.4,1.4,0.1,0.2,0.1,0.3,0.4,0.3,0.1,0.1,0.2,1.6,18,2.8000000000000003
Jevon Carter,CHI,13.9,1.9,5.1,1.1,3.3,0.1,0.1,0.2,0.7,0.8,1.3,0.5,0.2,0.5,5.0,72,10.0
Jimmy Butler,MIA,34.0,6.6,13.2,1.0,2.4,6.6,7.7,1.8,3.6,5.3,5.0,1.3,0.3,1.7,20.8,60,39.0
Jock Landale,HOU,13.6,1.9,3.7,0.2,0.7,0.9,1.2,1.6,1.5,3.1,1.2,0.4,0.6,0.6,4.9,56,13.200000000000001
Joe Harris,DET,10.6,0.9,2.4,0.6,1.9,0.1,0.1,0.2,0.6,0.8,0.6,0.2,0.1,0.3,2.4,16,5.0
Joe Ingles,ORL,17.2,1.5,3.3,1.0,2.4,0.4,0.5,0.3,1.8,2.1,3.0,0.6,0.1,1.0,4.4,68,13.9
Joel Embiid,PHI,33.6,11.5,21.8,1.4,3.6,10.2,11.6,2.4,8.6,11.0,5.6,1.2,1.7,3.8,34.7,39,62.1
John Collins,UTA,28.0,5.8,11.0,1.3,3.4,2.2,2.7,2.3,6.1,8.5,1.1,0.6,0.9,1.4,15.1,68,30.4
John Konchar,MEM,21.3,1.6,3.8,0.7,2.2,0.4,0.5,1.3,3.4,4.7,2.0,0.9,0.9,0.8,4.3,55,18.599999999999998
Johnny Davis,WAS,12.3,1.2,3.1,0.3,0.8,0.3,0.5,0.4,1.1,1.4,0.6,0.4,0.2,0.3,3.0,50,6.799999999999999
Johnny Juzang,UTA,18.6,2.6,5.5,1.6,3.9,0.5,0.7,0.4,1.5,1.8,1.2,0.2,0.1,0.7,7.2,20,12.3
Jonas Valan?i?nas,NOP,23.5,4.9,8.8,0.5,1.5,2.0,2.5,2.3,6.5,8.8,2.1,0.4,0.8,1.4,12.2,82,28.2
Jonathan Isaac,ORL,15.8,2.5,4.9,0.7,1.9,1.0,1.4,1.3,3.2,4.5,0.5,0.7,1.2,0.5,6.8,58,19.3
Jonathan Kuminga,GSW,26.3,6.2,11.6,0.7,2.2,3.0,4.0,1.2,3.6,4.8,2.2,0.7,0.5,1.6,16.1,74,27.400000000000002
Jontay Porter,TOR,13.8,1.5,4.0,0.8,2.3,0.6,0.7,1.0,2.2,3.2,2.3,0.8,0.8,0.8,4.4,26,16.7
Jordan Clarkson,UTA,30.6,6.1,14.8,1.7,5.6,3.2,3.7,0.9,2.5,3.4,5.0,0.6,0.1,2.7,17.1,55,26.5
Jordan Ford,SAC,3.7,0.7,1.2,0.3,0.5,0.3,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.2,2.0,6,3.0
Jordan Goodwin,TOT,20.566666666666666,2.766666666666667,7.533333333333334,0.7999999999999999,2.6999999999999997,0.8333333333333334,1.1666666666666667,1.7666666666666666,3.3333333333333335,5.1000000000000005,3.0666666666666664,0.9666666666666667,0.3333333333333333,1.0999999999999999,7.166666666666667,114,19.866666666666667
Jordan Hawkins,NOP,17.3,2.6,6.8,1.6,4.4,1.0,1.2,0.4,1.8,2.2,1.0,0.3,0.1,0.6,7.8,67,12.200000000000001
Jordan McLaughlin,MIN,11.2,1.3,2.6,0.8,1.6,0.2,0.3,0.3,1.0,1.3,2.0,0.6,0.1,0.3,3.5,56,11.700000000000001
Jordan Miller,LAC,3.5,0.6,1.1,0.1,0.3,0.3,0.3,0.4,0.3,0.6,0.0,0.0,0.0,0.1,1.6,8,2.2
Jordan Nwora,TOT,13.166666666666666,2.6,5.6000000000000005,0.7999999999999999,2.433333333333333,0.7666666666666666,0.9333333333333332,0.5,2.1666666666666665,2.6999999999999997,1.1666666666666667,0.4666666666666666,0.26666666666666666,0.9666666666666667,6.7,104,12.966666666666665
Jordan Poole,WAS,30.1,6.3,15.2,2.4,7.2,2.5,2.8,0.4,2.3,2.7,4.4,1.1,0.3,2.4,17.4,78,29.2
Jordan Walsh,BOS,9.2,0.7,1.7,0.2,1.0,0.1,0.2,0.6,1.7,2.2,0.6,0.6,0.1,0.3,1.7,9,7.1000000000000005
Jose Alvarado,NOP,18.4,2.5,6.2,1.4,3.7,0.6,0.9,0.4,1.8,2.3,2.1,1.1,0.3,0.7,7.1,56,17.7
Josh Giddey,OKC,25.1,5.0,10.6,1.0,3.0,1.3,1.6,1.4,5.0,6.4,4.8,0.6,0.6,2.1,12.3,80,29.0
Josh Green,DAL,26.4,3.1,6.6,1.3,3.3,0.7,1.0,0.7,2.5,3.2,2.3,0.8,0.2,1.1,8.2,57,18.400000000000002
Josh Hart,NYK,33.4,3.6,8.4,1.0,3.2,1.1,1.4,1.6,6.8,8.3,4.1,0.9,0.3,1.5,9.4,81,27.200000000000003
Josh Minott,MIN,2.8,0.5,1.1,0.1,0.3,0.4,0.4,0.1,0.4,0.5,0.3,0.2,0.2,0.1,1.6,32,4.1
Josh Okogie,PHO,16.0,1.4,3.4,0.5,1.6,1.3,1.7,1.2,1.3,2.6,1.1,0.8,0.4,0.6,4.6,60,12.5
Josh Richardson,MIA,25.7,3.6,8.1,1.5,4.4,1.2,1.3,0.4,2.4,2.8,2.4,0.6,0.3,0.8,9.9,43,20.0
Joshua Primo,LAC,5.0,0.5,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,2.0,1.0,2,-1.0
Jrue Holiday,BOS,32.8,4.8,10.0,2.0,4.7,0.9,1.0,1.2,4.2,5.4,4.8,0.9,0.8,1.8,12.5,69,32.2
Juan Toscano-Anderson,SAC,4.8,0.3,1.1,0.1,0.4,0.0,0.0,0.4,0.9,1.3,0.4,0.1,0.1,0.2,0.6,11,2.7
Jules Bernard,WAS,7.8,1.5,3.4,0.6,1.5,0.3,0.5,0.5,0.8,1.4,0.8,0.2,0.1,0.4,3.9,19,7.300000000000001
Julian Champagnie,SAS,19.8,2.2,5.4,1.4,3.7,1.0,1.2,0.6,2.2,2.8,1.4,0.6,0.6,0.8,6.8,74,15.8
Julian Phillips,CHI,8.1,0.8,1.9,0.3,1.0,0.3,0.5,0.3,0.6,0.9,0.3,0.2,0.2,0.3,2.2,40,4.5
Julian Strawther,DEN,10.9,1.6,4.4,0.8,2.8,0.4,0.6,0.1,1.1,1.2,0.9,0.3,0.1,0.5,4.5,50,7.5
Julius Randle,NYK,35.4,8.6,18.2,1.7,5.3,5.1,6.6,2.2,7.0,9.2,5.0,0.5,0.3,3.5,24.0,46,38.599999999999994
Justin Champagnie,WAS,15.7,2.1,5.2,0.9,3.0,0.8,1.0,1.3,2.3,3.5,1.3,0.7,0.6,0.7,5.9,15,15.500000000000002
Justin Holiday,DEN,14.9,1.5,3.3,0.9,2.3,0.1,0.1,0.2,1.1,1.2,1.2,0.6,0.2,0.2,4.0,58,11.0
Justin Jackson,MIN,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
Justin Minaya,POR,11.2,0.6,2.2,0.4,1.4,0.1,0.3,0.9,0.8,1.6,0.6,0.3,0.3,0.3,1.8,34,5.6
Jusuf Nurki?,PHO,27.3,4.2,8.3,0.3,1.2,2.2,3.4,2.9,8.1,11.0,4.0,1.1,1.1,2.3,10.9,76,33.3
