Player,TEAM_ABBREVIATION,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,GP,FPPG
Robert Williams,POR,19.8,2.8,4.3,0.0,0.0,1.2,1.5,1.8,4.5,6.3,0.8,1.2,1.2,1.2,6.8,6,22.900000000000002
Robin Lopez,MIL,4.1,0.4,1.2,0.1,0.5,0.1,0.1,0.2,0.1,0.3,0.3,0.1,0.2,0.1,1.1,16,2.7
Ron Harper Jr.,TOR,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0
Royce O'Neale,TOT,24.766666666666666,2.733333333333333,6.833333333333333,2.0,5.3,0.3,0.4000000000000001,0.7666666666666666,4.066666666666666,4.833333333333333,2.766666666666667,0.7666666666666666,0.5666666666666667,0.8666666666666667,7.733333333333333,158,22.23333333333333
Rudy Gobert,MIN,34.1,5.3,8.1,0.0,0.0,3.3,5.1,3.8,9.2,12.9,1.3,0.7,2.1,1.6,14.0,76,38.2
Rui Hachimura,LAL,26.9,5.3,9.9,1.4,3.4,1.5,2.0,0.9,3.5,4.3,1.2,0.6,0.4,0.7,13.6,68,24.5
Russell Westbrook,LAC,22.5,4.4,9.8,0.6,2.3,1.6,2.4,1.4,3.7,5.0,4.5,1.1,0.3,2.1,11.1,68,25.300000000000004
Ryan Arcidiacono,NYK,2.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.0,20,0.7
Ryan Rollins,TOT,5.533333333333334,0.9,1.7666666666666666,0.2333333333333333,0.3,0.7666666666666666,1.0,0.13333333333333333,0.7999999999999999,0.9333333333333332,1.0666666666666667,0.7666666666666666,0.16666666666666666,0.5333333333333333,2.8333333333333335,26,8.6
Saben Lee,PHO,7.7,0.8,2.3,0.1,0.7,1.2,1.6,0.4,0.9,1.3,1.3,0.3,0.1,0.3,3.0,24,6.9
Saddiq Bey,ATL,32.7,4.6,11.1,1.8,5.7,2.7,3.2,2.7,3.9,6.5,1.5,0.8,0.2,0.9,13.7,63,24.799999999999997
Sam Hauser,BOS,22.0,3.2,7.1,2.5,5.9,0.2,0.2,0.6,2.9,3.5,1.0,0.5,0.3,0.4,9.0,79,18.7
Sam Merrill,CLE,17.5,2.6,6.4,2.3,5.8,0.4,0.5,0.4,1.6,2.0,1.8,0.3,0.1,0.3,8.0,61,15.6
Sandro Mamukelashvili,SAS,9.8,1.6,3.4,0.4,1.4,0.5,0.7,1.0,2.2,3.2,1.1,0.2,0.3,0.4,4.1,46,10.7
Santi Aldama,MEM,26.5,4.0,9.3,1.7,5.0,0.9,1.4,1.2,4.6,5.8,2.3,0.7,0.9,1.1,10.7,61,25.2
Sasha Vezenkov,SAC,12.2,2.0,4.5,1.1,2.9,0.3,0.4,0.7,1.6,2.3,0.5,0.5,0.2,0.3,5.4,42,11.4
Scoot Henderson,POR,28.5,5.0,12.9,1.4,4.3,2.7,3.3,0.9,2.3,3.1,5.4,0.8,0.2,3.4,14.0,62,23.0
Scottie Barnes,TOR,34.9,7.5,15.7,1.7,4.9,3.3,4.2,2.4,5.9,8.2,6.1,1.3,1.5,2.8,19.9,60,46.0
Scotty Pippen Jr.,MEM,25.1,4.8,9.7,1.4,3.4,2.0,2.6,1.0,2.1,3.2,4.7,1.7,0.5,2.7,12.9,21,29.6
Seth Curry,TOT,15.533333333333331,2.1999999999999997,5.333333333333333,0.9333333333333335,2.733333333333333,0.8333333333333334,0.9,0.4000000000000001,1.2333333333333334,1.6333333333333335,1.2,0.5333333333333333,0.20000000000000004,0.5,6.133333333333333,88,12.033333333333331
Seth Lundy,ATL,5.8,0.4,1.9,0.3,1.4,0.3,0.4,0.1,0.7,0.8,0.0,0.0,0.0,0.1,1.6,9,1.3000000000000003
Shaedon Sharpe,POR,33.1,5.5,13.6,1.9,5.6,3.1,3.7,1.3,3.7,5.0,2.9,0.9,0.4,2.3,15.9,32,26.0
Shai Gilgeous-Alexander,OKC,34.0,10.6,19.8,1.3,3.6,7.6,8.7,0.9,4.7,5.5,6.2,2.0,0.9,2.2,30.1,75,56.800000000000004
Shake Milton,TOT,11.325,1.7,4.075,0.45,1.325,0.625,0.825,0.575,1.575,2.1,1.2,0.375,0.125,0.525,4.45,96,9.475
Shaquille Harrison,MEM,2.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.7,3,2.5
Sidy Cissoko,SAS,11.8,1.3,2.8,0.1,1.0,1.0,1.3,0.7,1.2,1.8,0.8,0.6,0.3,0.3,3.8,12,9.8
Simone Fontecchio,TOT,26.133333333333336,4.233333333333333,9.133333333333335,2.1666666666666665,5.366666666666667,0.9333333333333332,1.1333333333333335,0.9333333333333332,2.966666666666667,3.866666666666667,1.5999999999999999,0.7333333333333334,0.3333333333333333,1.0333333333333334,11.6,132,22.166666666666664
Skylar Mays,TOT,10.966666666666667,1.5999999999999999,4.0,0.39999999999999997,1.3333333333333333,0.3,0.4000000000000001,0.26666666666666666,0.8333333333333334,1.1,2.1333333333333333,0.5666666666666667,0.10000000000000002,0.5,3.9,76,10.433333333333334
Spencer Dinwiddie,TOT,27.733333333333334,3.133333333333333,7.933333333333334,1.5999999999999999,4.6000000000000005,2.1333333333333333,2.6333333333333333,0.3333333333333333,2.1999999999999997,2.566666666666667,4.366666666666666,0.6666666666666666,0.3333333333333333,1.1666666666666667,9.966666666666667,152,22.366666666666664
Stanley Umude,DET,12.8,1.5,3.5,1.0,2.2,1.2,1.3,0.3,1.8,2.1,0.5,0.3,0.3,0.6,5.3,24,10.0
Stephen Curry,GSW,32.7,8.8,19.5,4.8,11.8,4.0,4.4,0.5,4.0,4.5,5.1,0.7,0.4,2.8,26.4,74,42.4
Svi Mykhailiuk,BOS,10.1,1.4,3.3,1.0,2.6,0.1,0.2,0.3,1.0,1.2,0.9,0.3,0.0,0.3,4.0,41,8.0
T.J. McConnell,IND,18.2,4.6,8.4,0.3,0.6,0.7,0.9,0.5,2.2,2.7,5.5,1.0,0.1,1.5,10.2,71,26.2
T.J. Warren,MIN,11.4,1.6,3.7,0.2,1.2,0.3,0.4,0.5,1.5,2.0,0.8,0.4,0.1,0.4,3.7,11,8.100000000000001
Taj Gibson,TOT,10.1,1.0666666666666667,2.2666666666666666,0.19999999999999998,0.6333333333333333,0.06666666666666667,0.06666666666666667,0.5666666666666667,1.4000000000000001,2.0,0.5666666666666667,0.19999999999999998,0.3666666666666667,0.19999999999999998,2.4,40,7.466666666666667
Talen Horton-Tucker,UTA,19.8,3.6,9.1,1.2,3.6,1.7,2.1,0.4,2.0,2.4,3.5,0.9,0.4,1.3,10.1,51,21.0
Tari Eason,HOU,21.8,4.0,8.6,0.8,2.3,1.0,1.5,2.1,4.9,7.0,1.2,1.4,0.9,0.9,9.8,22,26.3
Taurean Prince,LAL,27.0,3.2,7.3,1.8,4.6,0.6,0.9,0.3,2.7,2.9,1.5,0.7,0.4,0.9,8.9,78,18.0
Taylor Hendricks,UTA,21.4,2.7,6.0,1.3,3.5,0.6,0.7,1.2,3.5,4.6,0.8,0.7,0.8,0.7,7.3,40,18.7
Taze Moore,POR,10.0,2.0,4.8,0.3,1.8,0.3,0.5,1.0,1.0,2.0,1.3,0.5,0.0,0.8,4.5,4,8.8
Terance Mann,LAC,25.0,3.4,6.6,0.9,2.7,1.1,1.3,1.2,2.2,3.4,1.6,0.6,0.2,0.6,8.8,75,18.300000000000004
Terquavion Smith,PHI,5.3,1.1,2.9,0.8,2.2,0.2,0.3,0.0,0.3,0.3,0.8,0.5,0.0,0.4,3.3,16,6.4
Terry Rozier,TOT,33.46666666666667,7.233333333333333,16.400000000000002,2.433333333333333,6.7,2.8000000000000003,3.233333333333333,0.6,3.466666666666667,4.033333333333333,5.599999999999999,1.0333333333333334,0.3333333333333333,1.7333333333333334,19.8,122,37.099999999999994
Terry Taylor,CHI,6.1,0.6,1.3,0.1,0.3,0.1,0.2,0.5,0.6,1.2,0.3,0.2,0.1,0.2,1.5,31,4.0
Thaddeus Young,TOT,12.466666666666667,1.8,3.0666666666666664,0.0,0.19999999999999998,0.16666666666666666,0.43333333333333335,1.4666666666666668,1.6000000000000003,3.0666666666666664,1.5333333333333334,0.6666666666666666,0.16666666666666666,0.4666666666666666,3.8333333333333335,66,12.633333333333333
Thanasis Antetokounmpo,MIL,4.6,0.5,0.9,0.0,0.0,0.0,0.1,0.2,0.2,0.4,0.5,0.2,0.1,0.4,0.9,34,2.7
Thomas Bryant,MIA,11.6,2.3,3.9,0.1,0.6,1.1,1.2,1.1,2.7,3.7,0.6,0.3,0.4,0.6,5.7,38,12.9
Th�o Maledon,TOT,10.4,1.0,3.4,0.2333333333333333,1.3666666666666665,0.8000000000000002,0.8666666666666667,0.16666666666666666,1.0,1.1666666666666667,1.2666666666666668,0.3,0.0,1.0333333333333334,3.0,34,4.600000000000001
Tim Hardaway Jr.,DAL,26.8,5.0,12.4,2.7,7.6,1.8,2.1,0.3,2.9,3.2,1.8,0.5,0.1,0.9,14.4,79,21.8
Timmy Allen,MEM,25.0,1.2,4.6,0.0,1.4,0.2,0.4,0.8,2.6,3.4,1.0,0.8,0.0,0.4,2.6,5,8.0
Tobias Harris,PHI,33.8,6.6,13.6,1.3,3.7,2.7,3.0,1.1,5.3,6.5,3.1,1.0,0.7,1.3,17.2,70,34.7
Torrey Craig,CHI,19.8,2.0,4.7,1.1,2.9,0.5,0.7,1.3,2.8,4.1,1.1,0.6,0.4,0.6,5.7,53,15.0
Tosan Evbuomwan,TOT,20.866666666666667,1.8666666666666665,4.1000000000000005,0.6666666666666666,1.9000000000000001,0.7666666666666666,1.1333333333333333,1.3,2.2666666666666666,3.5,1.0666666666666667,0.3,0.3,0.4666666666666666,5.133333333333334,34,12.166666666666666
Toumani Camara,POR,24.8,2.8,6.3,0.8,2.5,1.1,1.4,2.0,2.9,4.9,1.2,0.9,0.5,1.2,7.5,70,17.799999999999997
Trae Young,ATL,36.0,8.0,18.7,3.2,8.7,6.4,7.5,0.4,2.3,2.8,10.8,1.3,0.2,4.4,25.7,54,46.7
Trayce Jackson-Davis,GSW,16.6,3.4,4.9,0.0,0.0,1.1,1.9,2.0,3.0,5.0,1.2,0.4,1.1,0.7,7.9,68,21.0
Tre Jones,SAS,27.8,3.9,7.8,0.8,2.5,1.3,1.5,0.8,3.0,3.8,6.2,1.0,0.1,1.5,10.0,77,28.2
Tre Mann,TOT,21.433333333333334,3.1666666666666665,6.900000000000001,1.0333333333333334,2.8000000000000003,0.9333333333333335,1.2,0.4666666666666666,2.8333333333333335,3.3000000000000003,3.5666666666666664,1.0333333333333332,0.06666666666666667,1.4333333333333333,8.333333333333334,82,20.5
Trendon Watford,BRK,13.6,2.6,4.9,0.4,1.1,1.2,1.5,0.8,2.3,3.1,1.3,0.4,0.3,1.0,6.9,63,13.799999999999999
Trent Forrest,ATL,10.9,0.9,2.4,0.1,0.3,0.3,0.4,0.3,1.1,1.3,2.4,0.3,0.1,0.5,2.2,38,8.3
Trevelin Queen,ORL,11.8,1.0,2.7,0.2,1.2,0.6,0.9,0.2,1.2,1.4,1.3,0.5,0.4,0.5,2.9,14,8.7
Trey Jemison,TOT,16.099999999999998,2.1,3.766666666666667,0.0,0.0,0.5666666666666668,0.7000000000000001,1.8,2.1,3.9,0.7666666666666666,0.3333333333333333,0.7666666666666666,1.0999999999999999,4.733333333333333,50,12.666666666666668
Trey Lyles,SAC,20.0,2.5,5.5,1.4,3.8,0.8,1.2,1.1,3.4,4.4,1.2,0.3,0.3,0.7,7.2,58,15.5
Trey Murphy III,NOP,29.6,4.8,10.9,3.0,7.8,2.2,2.6,0.7,4.2,4.9,2.2,0.9,0.5,0.6,14.8,57,29.8
Tristan Thompson,CLE,11.2,1.5,2.4,0.0,0.0,0.3,1.1,1.5,2.1,3.6,1.0,0.2,0.3,0.6,3.3,49,9.5
Tristan Vukcevic,WAS,15.3,2.9,6.7,1.0,3.6,1.7,2.2,0.6,3.0,3.6,1.3,0.5,0.7,1.0,8.5,10,17.099999999999998
Troy Brown Jr.,TOT,14.700000000000001,1.4333333333333333,3.966666666666667,0.7666666666666666,2.433333333333333,0.5333333333333333,0.6333333333333333,0.43333333333333335,2.1333333333333333,2.533333333333333,1.0,0.43333333333333335,0.06666666666666667,0.5,4.2,118,9.3
Ty Jerome,CLE,7.5,1.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.5,0.0,0.0,0.5,2.0,2,4.5
TyTy Washington Jr.,MIL,5.1,0.5,1.8,0.2,0.5,0.0,0.0,0.1,0.4,0.5,0.5,0.3,0.0,0.2,1.3,11,3.0
Tyler Herro,MIA,33.5,7.7,17.5,3.1,7.9,2.3,2.6,0.5,4.8,5.3,4.5,0.7,0.1,2.2,20.8,42,34.6
Tyrese Haliburton,IND,32.2,7.2,15.2,2.8,7.8,2.8,3.3,0.5,3.4,3.9,10.9,1.2,0.7,2.3,20.1,69,50.3
Tyrese Maxey,PHI,37.5,9.1,20.3,3.0,8.1,4.7,5.4,0.5,3.2,3.7,6.2,1.0,0.5,1.7,25.9,70,44.8
Tyus Jones,WAS,29.3,4.9,10.1,1.6,3.9,0.5,0.6,0.3,2.4,2.7,7.3,1.1,0.3,1.0,12.0,66,34.099999999999994
Udoka Azubuike,PHO,7.1,1.0,1.4,0.0,0.0,0.2,0.8,0.7,1.3,2.0,0.2,0.1,0.4,0.3,2.2,16,6.0
Usman Garuba,GSW,3.0,0.2,1.0,0.0,0.2,0.2,0.3,0.5,0.7,1.2,0.2,0.2,0.5,0.3,0.5,6,3.6
Vasilije Mici?,TOT,19.599999999999998,2.6666666666666665,6.166666666666667,0.7333333333333334,2.566666666666667,1.0333333333333334,1.2666666666666666,0.20000000000000004,1.2333333333333334,1.4666666666666668,4.366666666666667,0.5,0.10000000000000002,1.6666666666666667,7.033333333333334,120,15.966666666666669
Victor Wembanyama,SAS,29.7,7.8,16.7,1.8,5.5,4.1,5.2,2.3,8.4,10.6,3.9,1.2,3.6,3.7,21.4,71,51.2
Vince Williams Jr.,MEM,27.6,3.3,7.3,1.5,4.0,2.0,2.5,1.1,4.4,5.6,3.4,0.9,0.7,1.8,10.0,52,25.5
Vit Krejci,ATL,24.6,2.3,4.7,1.3,3.1,0.2,0.3,0.5,1.9,2.4,2.3,0.6,0.3,0.9,6.1,22,15.999999999999996
Walker Kessler,UTA,23.3,3.6,5.5,0.1,0.3,0.9,1.5,2.6,4.9,7.5,0.9,0.5,2.4,1.0,8.1,64,28.200000000000003
Wendell Carter Jr.,ORL,25.6,4.1,7.7,1.2,3.1,1.7,2.4,2.0,4.9,6.9,1.7,0.6,0.5,1.2,11.0,55,24.299999999999997
Wendell Moore Jr.,MIN,3.0,0.4,0.7,0.0,0.2,0.0,0.0,0.0,0.5,0.5,0.2,0.2,0.0,0.2,0.7,25,2.0999999999999996
Wenyen Gabriel,MEM,16.2,1.6,4.4,0.2,1.2,0.0,1.0,1.4,3.6,5.0,0.6,0.4,0.4,1.6,3.4,5,7.6
Wesley Matthews,ATL,11.5,0.9,2.7,0.7,1.9,0.5,0.7,0.3,1.2,1.5,0.6,0.4,0.3,0.2,3.1,36,7.799999999999999
Xavier Moon,LAC,8.5,1.1,3.3,0.1,1.2,0.1,0.1,0.6,0.7,1.3,1.5,0.2,0.2,0.4,2.4,14,6.5
Xavier Tillman Sr.,TOT,17.433333333333334,2.1666666666666665,4.933333333333334,0.4000000000000001,1.5,0.3666666666666667,0.8666666666666667,1.2,2.533333333333333,3.733333333333333,1.3666666666666665,0.8666666666666666,0.7666666666666666,0.6,5.1000000000000005,108,16.2
Yuta Watanabe,TOT,14.399999999999999,1.2,3.5,0.5666666666666667,2.3666666666666667,0.19999999999999998,0.4666666666666666,0.2333333333333333,1.4333333333333333,1.6666666666666667,0.5666666666666667,0.43333333333333335,0.13333333333333333,0.6,3.1999999999999997,68,6.266666666666666
Zach Collins,SAS,22.1,4.3,8.9,0.8,2.6,1.8,2.3,1.7,3.7,5.4,2.8,0.5,0.8,1.9,11.2,69,23.599999999999998
Zach LaVine,CHI,34.9,6.8,15.0,2.4,6.8,3.5,4.1,0.3,4.8,5.2,3.9,0.8,0.3,2.1,19.5,25,33.1
Zavier Simpson,MEM,23.0,2.4,7.7,0.7,2.4,0.4,0.6,0.6,2.3,2.9,3.6,1.0,0.4,1.4,6.0,7,16.5
Zeke Nnaji,DEN,9.9,1.2,2.6,0.1,0.4,0.7,1.1,1.1,1.1,2.2,0.6,0.3,0.7,0.5,3.2,58,9.1
Ziaire Williams,MEM,20.4,2.9,7.4,1.1,3.7,1.2,1.5,0.7,2.8,3.5,1.5,0.7,0.2,1.3,8.2,51,14.9
Zion Williamson,NOP,31.5,8.9,15.6,0.1,0.3,5.0,7.1,1.7,4.1,5.8,5.0,1.1,0.7,2.8,22.9,70,40.5
